"STU_ID","BYSEX","BYRACE","BYMOTHED","BYWRTNGA"
179237,1,7,3,-1.282
179238,1,7,3,-0.898
180101,2,7,6,1.001
180102,2,2,6,0.807
180103,2,7,2,0.32
180104,1,7,3,-0.624
180105,1,2,1,-0.709
180106,1,7,5,0.893
180107,2,7,3,0.052
180108,2,7,2,1.464
180109,1,5,1,-0.892
180110,2,7,5,1.464
180111,2,7,6,1.762
180112,2,7,3,0.052
180113,2,7,5,0.618
180114,2,2,5,1.951
180116,1,7,4,0.052
180117,1,2,1,-1.087
180118,2,7,6,1.951
180119,2,2,1,-0.441
180120,1,7,6,-0.246
180121,1,7,2,0.515
180122,1,7,6,-1.652
180123,1,7,4,-0.898
180124,1,2,3,1.951
180125,1,7,2,-0.898
180127,2,7,6,1.464
180128,1,7,2,0.052
180129,1,5,5,-1.658
180130,2,7,2,-1.652
180132,2,7,2,1.951
180133,2,7,4,1.756
180135,1,7,6,-0.898
180136,1,7,6,-0.898
180201,1,1,2,-4
180202,1,1,4,-4
180203,1,1,2,-4
180204,1,1,5,-4
180206,1,5,2,-4
180207,1,1,5,-4
180209,2,1,7,-4
180210,1,1,5,-4
180211,1,1,5,-0.411
180212,1,5,4,-1.847
180213,2,1,1,-4
180214,2,1,6,-4
180215,1,6,6,-4
180216,1,1,1,-4
180217,2,1,2,-4
180218,2,1,3,-4
180219,2,-8,-9,-4
180221,1,1,5,-4
180222,1,1,5,-4
180224,2,1,2,-4
180225,1,1,3,-4
180227,2,1,1,-4
180229,1,6,3,-4
180230,2,5,2,-0.137
180233,1,1,5,-0.63
180261,-8,-8,-8,-8
180262,-8,-8,-8,-8
181101,1,7,3,-4
181102,2,7,5,1.191
181103,2,7,3,0.32
181104,1,7,4,-0.216
181105,1,7,4,0.052
181106,2,7,2,-0.246
181107,1,7,3,-9
181108,1,7,4,-4
181109,2,7,2,-1.361
181110,2,7,6,-9
181111,2,7,3,-1.361
181112,2,7,2,-0.332
181113,2,-8,1,-1.847
181114,2,7,1,-0.216
181115,1,7,4,0.052
181116,2,7,2,-4
181118,-4,-4,-4,-4
181120,2,7,4,-4
181121,1,7,6,0.052
181122,2,7,4,-0.6
181123,1,7,3,-1.361
181124,2,7,7,0.618
181125,2,7,3,-4
181126,1,7,7,1.573
181127,1,7,5,-0.514
181128,-4,-4,-4,-4
181129,2,7,3,0.247
181130,1,7,2,-1.091
181131,1,7,4,0.052
181201,2,7,6,0.052
181202,1,7,4,-0.703
181203,2,7,2,0.544
181204,2,1,5,0.052
181205,2,7,4,1.951
181206,2,7,5,-0.703
181207,1,7,2,0.32
181209,1,7,1,0.807
181211,2,7,2,0.052
181212,1,7,1,0.807
181213,2,7,2,0.052
181214,1,7,2,0.052
181215,2,7,1,-0.703
181216,2,7,2,0.807
181217,1,7,4,-0.435
181218,1,7,2,0.807
181219,1,7,2,-0.703
181220,1,6,5,0.052
181221,1,7,2,-0.703
181222,1,7,2,0.052
181223,1,7,1,0.052
181224,1,7,2,-0.703
181225,2,7,6,-0.246
181226,1,7,6,-0.898
181227,1,7,2,1.951
181228,1,7,4,-0.435
181229,1,7,5,0.052
182101,1,7,1,-0.703
182103,1,7,4,0.247
182106,1,7,1,0.247
182110,1,7,4,-4
182111,-4,-4,-4,-4
182112,1,6,3,-4
182161,-8,-8,-8,-8
182201,2,7,5,0.618
182202,1,7,6,-0.332
182204,2,7,6,1.001
182205,1,7,2,-0.441
182206,2,7,1,0.807
182208,2,7,4,-0.332
182209,1,7,3,-0.6
182210,2,7,6,-0.411
182211,1,1,2,-9
182212,2,6,2,0.618
182213,2,7,4,1.951
182216,1,7,3,-1.172
182217,2,7,2,0.052
182218,1,7,3,1.001
182219,2,7,2,-1.384
182220,1,7,1,-1.361
182222,2,7,4,-0.63
182223,2,7,8,1.951
182224,1,7,5,1.27
182226,2,7,3,0.515
182227,2,7,5,-4
182228,1,7,3,-4
183101,2,5,1,-0.246
183102,1,7,2,-1.087
183104,1,7,3,-9
183105,1,7,3,-0.137
183108,1,7,5,1.27
183110,1,7,1,-0.709
183113,2,7,6,-0.703
183116,1,7,2,-0.703
183118,1,7,5,0.515
183119,2,7,2,1.756
183120,1,7,2,-1.847
183201,2,7,1,-1.087
183202,1,7,1,-0.898
183203,2,7,6,1.001
183204,2,7,6,-0.63
183205,2,7,2,1.001
183206,1,7,2,-1.652
183207,1,7,5,1.191
183208,1,7,7,-1.847
183210,1,7,6,-0.703
183211,2,4,1,-9
183212,1,7,2,-1.579
183213,2,7,2,1.951
183214,2,7,4,-1.006
183215,1,7,5,-1.652
183216,2,7,4,-1.355
183217,1,7,6,-0.411
183218,2,7,2,-1.847
183219,1,7,4,-1.087
183261,-8,-8,-8,-8
184101,2,7,2,-0.63
184102,2,7,2,-0.63
184103,1,7,2,-0.898
184104,2,7,2,0.052
184105,-4,-4,-4,-4
184106,2,7,1,-0.63
184107,1,7,2,-0.898
184109,2,7,6,-0.137
184110,-4,-4,-4,-4
184111,1,7,5,-0.435
184113,2,7,2,1.951
184114,2,7,2,0.32
184115,2,7,6,1.001
184116,2,7,4,1.951
184201,2,7,6,1.001
184203,2,7,2,-0.137
184205,2,7,2,-4
184206,1,7,5,1.001
184207,1,7,6,-0.898
184208,1,7,2,-0.898
184209,1,7,5,1.001
184210,2,7,3,0.052
184211,2,7,6,0.052
184212,2,7,6,1.951
184213,1,7,1,0.052
184215,2,7,4,-0.898
184216,2,7,2,1.001
184217,1,7,2,0.052
184218,2,7,4,0.052
184219,1,7,2,0.052
184220,2,7,5,-0.898
184221,1,7,4,0.052
184222,2,7,2,-0.435
184223,1,7,6,1.001
184225,2,7,4,0.052
184226,2,7,2,1.951
184227,2,7,2,-0.898
184228,2,7,2,-0.898
184229,2,7,2,-0.898
184230,2,7,4,0.052
185101,1,7,4,-0.63
185102,1,7,3,-0.63
185103,1,7,2,0.32
185104,2,7,7,1.951
185105,1,7,3,1.951
185106,2,7,2,-1.093
185107,2,6,2,1.951
185108,2,7,4,-1.847
185109,1,7,2,-0.143
185110,2,7,2,-0.143
185111,2,7,2,-0.137
185112,1,7,7,0.812
185113,1,7,6,-0.137
185114,2,7,6,-0.021
185115,2,7,6,0.125
185116,1,7,4,-1.384
185117,1,7,2,-1.093
185118,1,7,6,-0.898
185119,2,7,2,0.125
185120,1,7,2,-0.143
185121,2,7,4,-0.63
185122,1,6,3,0.393
185202,2,7,6,-4
185203,2,7,2,-4
185204,2,7,6,-4
185205,2,7,2,-1.652
185206,2,7,7,-4
185208,2,7,2,-4
185209,1,7,3,-4
185210,2,7,3,-4
185211,1,7,2,-4
185212,2,7,2,-4
185213,1,7,2,-4
185214,2,7,6,-4
185216,1,7,4,-4
185217,2,7,2,-1.847
185218,1,7,2,-4
185219,2,7,3,-4
185220,2,7,2,-4
185222,1,7,4,-4
185223,2,7,2,-4
185224,1,7,2,-4
185225,2,7,2,-4
185226,1,7,2,-4
185227,1,7,5,-4
186102,1,5,2,-4
186103,1,3,5,-4
186104,2,5,6,-9
186105,1,3,2,-4
186106,2,3,2,-4
186107,1,3,6,-4
186108,2,3,1,-4
186109,2,-8,1,-0.898
186111,1,3,2,-4
186112,2,3,4,-4
186113,1,4,2,-4
186114,1,3,3,-4
186116,1,5,7,-9
186117,1,3,5,-4
186118,2,3,2,-0.435
186119,1,3,6,-4
186120,1,3,6,-4
186121,2,3,4,-4
186202,1,7,6,1.951
186203,1,3,5,-0.898
186204,2,3,3,0.052
186205,2,3,6,0.052
186206,2,5,6,1.951
186207,1,2,7,-0.325
186208,1,3,5,0.241
186209,1,7,6,-0.137
186210,1,7,6,0.052
186211,2,7,4,1.951
186212,2,7,2,0.241
186213,2,7,6,1.762
186214,2,3,2,0.052
186215,2,7,7,0.436
186216,2,5,7,1.762
186217,2,7,6,1.683
186218,2,7,4,0.052
186219,2,7,4,0.052
186220,2,4,5,-0.405
186221,2,3,3,1.001
186222,1,3,3,-0.703
186223,1,7,6,0.052
186224,2,3,8,-0.898
186225,2,7,6,0.052
186226,2,7,7,0.733
186227,1,2,3,0.052
186228,1,7,6,0.052
186229,1,7,3,0.052
186230,1,4,6,1.494
187101,1,3,6,-9
187102,1,3,2,-4
187103,1,3,6,-4
187104,1,3,2,-1.087
187105,2,1,6,0.052
187106,1,3,3,0.052
187107,1,6,2,-1.355
187108,1,2,2,0.052
187109,1,5,6,0.052
187110,2,3,5,-0.898
187111,1,3,7,1.001
187112,2,6,2,-4
187113,2,3,1,-0.216
187114,1,3,7,0.052
187115,1,3,6,0.539
187116,1,3,6,-1.087
187117,1,2,3,-0.361
187118,-4,-4,-4,-4
187119,2,3,2,-0.63
187120,1,3,2,0.807
187121,1,3,6,0.058
187122,1,3,5,0.052
187123,2,3,6,1.001
187125,1,3,2,-1.652
187202,2,3,1,-0.898
187204,2,3,2,0.32
187205,1,3,2,-4
187206,2,3,2,1.762
187207,2,6,3,-4
187208,1,3,5,-1.39
187209,1,3,2,-1.361
187210,2,3,4,0.623
187211,1,3,4,0.131
187212,2,3,6,1.27
187213,2,3,5,-0.332
187214,-4,-4,-4,-4
187215,-4,-4,-4,-4
187216,2,3,4,-4
187217,1,3,3,-4
187218,2,3,4,-0.435
187219,1,3,2,1.299
187220,2,3,3,-0.435
188101,-4,-4,-4,-4
188102,2,7,7,1.191
188103,2,-8,-9,-9
188104,1,7,7,-4
188106,2,7,4,-0.703
188107,1,7,2,-4
188109,1,7,4,-0.703
188110,1,7,2,-1.166
188111,2,7,2,-0.898
188112,2,7,2,-4
188113,2,7,4,-1.087
188114,2,7,6,-0.898
188115,2,7,5,0.807
188116,1,7,4,-0.898
188117,1,7,4,1.951
188118,1,7,3,-1.166
188119,1,7,2,0.539
188121,2,7,7,1.951
188124,1,7,3,-0.514
188201,2,3,3,1.488
188202,2,6,5,1.001
188203,2,7,2,0.052
188204,2,3,2,-1.579
188205,2,3,6,0.539
188206,2,3,2,1.299
188207,2,7,2,0.247
188208,2,6,7,1.488
188209,2,3,2,0.539
188210,2,7,2,-0.703
188211,2,6,2,0.539
188212,2,3,2,0.241
188213,2,3,7,-0.338
188214,2,3,4,1.459
189101,2,4,3,0.704
189104,1,7,2,-4
189105,1,3,6,-0.63
189106,1,3,1,-4
189109,1,5,2,-4
189110,2,3,8,-4
189113,2,3,2,-4
189201,1,7,5,-0.703
189202,1,7,7,-4
189203,2,2,2,1.001
189204,2,7,3,0.247
189205,1,3,2,0.436
189206,1,7,2,0.052
189207,-4,-4,-4,-4
189208,1,3,3,0.052
189209,2,7,4,0.32
189210,2,7,4,1.001
189211,1,7,4,-0.63
189212,2,3,2,0.052
189213,2,7,3,0.812
189214,1,3,6,0.052
189215,2,7,1,-0.898
190101,1,3,2,-0.635
190102,1,3,1,-1.652
190103,2,7,2,0.052
190104,1,-8,-9,-4
190105,2,3,1,-4
190106,1,5,2,-1.847
190109,1,3,2,-9
190110,1,3,5,-1.847
190111,2,2,8,-4
190113,2,3,7,0.052
190114,1,3,8,-4
190115,2,3,1,0.32
190116,2,6,3,0.076
190201,2,7,5,1.191
190202,1,7,2,1.951
190203,1,7,3,0.539
190205,2,3,2,-0.435
190206,2,7,5,-4
190207,2,2,5,1.001
190208,1,3,3,-1.579
190210,2,3,6,-4
190211,1,3,5,-1.847
190212,1,3,2,-1.847
190213,2,4,4,0.052
190216,1,2,1,0.704
190217,1,4,4,-4
190218,2,3,5,0.052
190219,1,2,4,-4
190221,2,3,2,0.052
190222,2,1,5,-1.361
190223,2,7,2,1.001
190224,1,3,6,-0.63
190225,2,3,2,0.241
191102,2,7,6,-0.703
191103,1,3,3,-4
191104,2,-8,-9,-4
191106,2,7,2,0.052
191107,2,3,1,-0.143
191108,1,7,5,-4
191109,2,7,4,0.247
191110,1,7,6,-4
191111,1,7,4,1.567
191112,1,7,5,0.247
191113,2,7,2,-4
191114,1,2,1,-1.847
191115,1,7,7,-4
191118,2,5,1,-0.795
191119,2,-8,1,-4
191120,1,-8,7,-1.847
191121,1,2,2,-1.847
191122,2,7,2,0.807
191161,-8,-8,-8,-8
191201,1,7,7,-0.63
191202,2,7,7,1.951
191203,1,6,2,-4
191204,2,3,2,-0.137
191205,2,7,1,-9
191206,1,-8,-9,-0.137
191207,1,7,6,-0.137
191208,2,4,2,-4
191209,1,3,1,-4
191210,2,3,6,-0.167
191211,1,7,6,-4
191212,1,3,3,-1.55
191213,2,3,5,0.515
191214,1,3,5,-0.137
191215,2,3,5,-1.087
191216,2,3,6,0.247
191217,1,7,2,-4
191218,2,7,6,-9
191219,2,3,1,-1.847
191220,1,3,2,-4
191221,2,3,2,0.515
191222,1,3,6,-0.898
191223,2,3,1,0.052
191225,1,3,3,-1.384
191226,2,3,2,-0.435
191301,1,7,6,0.052
191302,1,7,4,-4
191303,2,7,5,-4
191304,2,7,2,1.001
191306,1,7,7,1.951
191307,2,7,2,0.247
191308,1,7,7,-4
191309,2,7,6,-4
191310,2,7,2,-9
191311,1,5,2,-4
191312,1,7,4,1.951
191313,2,7,6,1.191
191314,1,7,3,-4
191315,2,7,6,0.247
191361,-8,-8,-8,-8
191362,-8,-8,-8,-8
192101,1,5,6,-0.898
192103,1,7,6,0.539
192104,1,7,7,1.001
192105,2,7,6,-0.405
192106,1,7,6,1.001
192107,1,7,6,0.539
192108,2,2,8,0.349
192109,2,5,7,-0.411
192110,2,7,3,1.001
192111,2,2,7,0.618
192112,2,7,3,-0.6
192113,1,7,2,0.539
192114,1,3,2,-1.847
192115,2,7,2,1.299
192116,2,7,3,-0.411
192118,1,7,7,-0.6
192119,1,7,6,0.349
192120,1,7,6,1.001
192121,2,7,2,1.001
192123,2,7,3,1.654
192124,2,7,3,0.539
192125,2,7,2,-0.187
192161,-8,-8,-8,-8
192201,2,7,3,-4
192202,2,2,6,0.052
192203,1,7,7,-4
192204,2,7,4,-0.411
192205,2,3,2,1.191
192206,2,2,5,-1.093
192207,2,2,2,1.001
192208,2,7,6,-0.411
192210,2,2,4,-4
192211,2,7,6,0.807
192213,1,4,6,1.001
192214,2,2,2,-4
192215,1,2,2,1.654
192216,2,7,7,-4
192217,2,7,1,-0.977
193101,2,2,8,0.436
193102,1,6,3,-4
193103,1,7,6,-4
193104,2,7,8,-4
193105,1,-8,-9,0.88
193106,2,2,3,-4
193107,2,7,8,1.27
193108,2,5,2,-4
193109,2,2,6,-0.903
193110,1,7,5,-0.6
193111,2,5,6,-4
193112,1,7,6,0.349
193114,2,7,8,0.618
193115,1,7,5,-4
193116,1,4,5,-0.703
193117,1,2,6,-4
193118,1,7,5,-4
193119,2,2,6,0.349
193120,2,7,7,1.001
193122,2,2,6,-4
193123,2,-8,-9,-4
193124,2,7,5,-0.898
193125,2,7,6,0.704
193126,2,7,8,-4
193127,1,2,7,-4
193128,1,7,6,-4
193129,1,2,1,-4
193201,-4,-4,-4,-4
193203,2,2,5,0.618
193205,1,3,1,-0.035
193206,1,3,1,0.428
193207,1,3,2,-4
193208,2,3,3,0.052
193209,1,5,1,-4
193210,1,4,5,0.509
193211,1,3,1,-4
193212,2,-8,2,-0.441
193214,2,6,2,0.32
193216,1,7,3,0.32
193219,2,3,7,0.16
193220,2,4,1,-1.847
193221,2,4,1,-0.898
193222,1,3,2,0.509
193223,1,5,6,-0.6
193224,2,2,6,1.27
193225,1,3,7,0.704
193227,2,3,6,0.618
194101,2,6,3,-4
194102,-4,-4,-4,-4
194103,-4,-4,-4,-4
194104,2,-8,3,-4
194105,1,3,1,-4
194106,2,7,8,-4
194107,1,3,3,-4
194108,1,3,6,-4
194109,1,3,6,-4
194110,1,3,4,-4
194111,1,5,2,-4
194112,1,3,2,-4
194113,2,6,2,-4
194114,1,3,4,-4
194115,1,3,5,-4
194116,1,6,1,-4
194117,1,3,7,-4
194118,2,3,2,-4
194119,2,3,6,-4
194120,1,6,6,-4
194121,1,2,6,-4
194123,1,3,4,-4
194124,1,6,5,-4
194125,1,2,5,-4
194126,2,5,2,-4
194127,2,3,3,-4
194128,2,3,5,-4
194129,2,6,5,-4
194130,2,3,3,-4
194131,1,5,5,-4
194201,1,7,4,-0.898
194202,-4,-4,-4,-4
194203,1,7,7,0.052
194205,2,3,2,-0.137
194206,1,3,4,0.052
194207,1,3,1,-0.898
194210,2,7,2,-4
194211,1,3,6,0.052
194212,2,3,7,0.052
194213,1,3,6,-0.709
194214,2,3,7,0.052
194216,1,7,1,-0.898
194217,1,3,1,0.052
194218,2,6,4,0.618
194219,2,7,3,0.052
194221,1,3,1,0.052
194222,2,7,2,0.052
194223,1,3,3,0.349
194224,2,7,6,-0.216
194225,1,3,6,-4
194226,2,3,4,-0.898
194227,2,3,5,-4
195101,2,3,4,0.515
195102,2,7,2,0.052
195103,2,7,3,1.762
195104,1,3,2,0.052
195105,2,3,4,-0.703
195106,1,7,2,-1.652
195107,1,7,7,0.515
195108,2,3,2,0.247
195109,2,-8,1,-1.384
195110,1,3,5,-1.847
195111,1,3,1,-1.384
195112,1,3,2,-1.384
195113,2,7,2,0.247
195114,1,7,1,-1.847
195115,2,3,1,1.27
195117,1,3,2,-1.384
195118,1,5,2,-0.898
195119,2,3,2,-1.384
195120,2,3,3,0.052
195121,1,7,6,1.27
195124,1,7,1,-0.703
195125,1,3,2,-1.847
195201,1,7,6,0.052
195204,1,3,2,-0.411
195205,2,3,2,0.515
195206,2,7,3,0.515
195207,1,-8,-9,0.052
195208,2,3,1,-0.63
195209,1,3,2,-4
195210,2,5,1,-4
195211,2,7,7,0.028
195213,1,3,5,0.807
195215,2,3,1,-0.709
195216,2,4,3,-0.137
195217,2,3,2,0.052
195218,2,3,3,-0.63
195219,1,3,1,0.052
195220,1,-8,2,-4
195222,1,7,7,0.247
195223,1,3,5,0.052
195224,1,3,2,-1.847
195225,2,7,5,1.683
195226,1,3,2,0.052
195227,2,3,2,-0.137
195228,2,7,3,0.515
195229,1,7,5,1.001
195230,2,7,2,-1.087
195231,1,7,1,0.349
195232,1,3,5,-0.435
195233,2,3,1,-0.898
195234,2,3,2,-0.63
196101,1,7,2,-0.898
196102,1,7,6,-0.435
196103,2,7,5,-0.898
196104,2,3,2,-4
196105,1,3,4,-1.652
196106,1,7,5,-0.898
196107,2,7,1,1.196
196109,1,3,8,-1.847
196110,2,7,6,-0.441
196111,2,7,4,1.494
196112,1,2,6,0.32
196114,1,7,2,-4
196115,2,3,4,-0.898
196116,1,7,2,-4
196117,2,7,3,0.052
196118,1,7,6,0.812
196121,1,5,3,-1.847
196122,2,7,4,-0.63
196123,2,3,5,-0.63
196124,1,6,3,-1.39
196125,2,3,3,-0.898
196201,1,3,3,-4
196202,-4,-4,-4,-4
196203,1,7,3,-4
196204,2,3,5,1.951
196205,1,7,3,0.052
196207,2,2,6,0.807
196209,2,3,7,-4
196210,1,3,3,-0.606
196212,1,2,6,0.733
196214,1,7,4,-0.898
196216,2,7,4,0.046
196217,2,3,2,-1.847
196219,1,3,1,-4
196220,1,3,8,-1.847
196221,1,4,1,-0.898
196222,1,6,4,-1.093
196223,2,7,2,0.733
196224,1,3,5,-0.898
196225,2,7,7,1.762
196227,2,3,5,-1.579
196228,1,3,6,0.052
196229,2,3,2,-0.898
196230,1,3,4,0.052
196231,2,2,6,1.001
196232,2,7,5,1.196
197101,2,7,1,-4
197102,2,7,6,0.812
197103,1,7,5,-4
197104,2,7,2,-0.143
197106,1,7,1,0.32
197107,1,7,6,-9
197108,2,2,3,-4
197109,1,7,5,-4
197110,2,2,2,-9
197111,2,6,2,1.683
197112,2,7,2,-9
197113,1,7,6,1.196
197114,2,7,3,-0.435
197116,2,7,3,-4
197117,2,7,7,1.196
197118,1,3,2,-1.39
197120,2,7,5,1.951
197121,2,7,6,-9
197122,1,5,5,-4
197123,1,6,2,-9
197124,1,2,2,-9
197125,2,7,2,-4
197126,1,7,6,-9
197202,2,7,5,-0.24
197203,2,7,6,0.812
197204,2,3,3,0.247
197205,1,6,6,-4
197206,2,3,8,0.515
197207,2,7,6,0.052
197208,1,2,1,-4
197209,-4,-4,-4,-4
197211,2,7,4,0.247
197212,-4,-4,-4,-4
197214,2,7,2,-4
197215,2,7,4,0.326
197216,2,7,7,0.247
197217,2,7,5,-4
197218,2,7,2,0.623
197219,2,7,6,0.326
197220,1,7,6,1.464
197222,2,7,8,1.654
197223,1,5,6,-4
198101,1,7,2,-0.898
198103,2,3,1,-4
198104,2,3,2,-0.898
198105,1,3,6,1.001
198106,1,7,2,-0.898
198107,2,7,2,-4
198108,1,5,3,0.052
198109,2,7,3,0.544
198110,2,7,6,-1.384
198111,1,7,5,-0.703
198112,1,7,2,1.001
198113,2,3,3,1.951
198114,1,7,2,-4
198116,1,7,5,-4
198117,2,7,5,1.001
198119,1,7,2,-4
198120,1,6,2,-4
198121,1,7,7,0.544
198123,1,7,4,0.539
198124,1,7,1,-1.384
198125,1,7,7,1.951
198126,2,7,7,0.326
198127,1,7,2,-4
198128,1,6,6,0.052
198129,2,3,3,-1.166
198131,1,7,2,0.314
198132,1,3,7,-0.898
198134,2,7,4,0.812
198135,1,3,6,-0.977
198201,1,7,6,-0.411
198202,2,7,4,-0.057
198203,1,7,3,-0.137
198204,2,3,1,-1.355
198205,1,7,3,0.052
198206,1,6,3,-0.709
198207,1,7,6,1.001
198209,1,7,2,0.349
198210,2,7,4,0.052
198211,2,7,1,-0.405
198213,2,7,6,1.001
198214,1,7,2,-1.463
198215,2,7,6,0.544
198217,1,3,1,0.349
198218,2,7,3,0.052
198219,1,6,2,-1.355
198220,1,3,2,-0.795
198222,2,3,1,-1.847
198223,2,7,1,-0.898
198224,1,7,2,0.515
198225,2,7,2,-0.411
198227,2,7,3,1.951
199102,2,6,6,1.951
199103,2,3,5,-0.703
199104,1,7,6,-1.847
199105,2,7,5,1.001
199107,1,7,7,1.08
199108,1,7,4,0.807
199109,1,7,4,1.001
199110,1,5,1,-1.652
199111,2,7,2,-1.652
199112,2,7,3,0.349
199113,2,7,3,-0.898
199114,2,7,2,-0.411
199115,2,7,6,-0.898
199116,2,7,4,-0.898
199117,1,2,1,0.886
199118,1,7,2,-0.898
199119,1,7,3,-0.411
199121,1,7,6,0.43
199122,1,7,3,0.436
199123,1,7,8,-1.847
199124,2,7,3,0.32
199125,2,3,6,-0.703
199126,2,7,4,0.812
199127,1,7,4,0.052
199128,-4,-4,-4,-4
199129,1,7,1,-0.63
199130,-4,-4,-4,-4
199202,1,3,6,-0.435
199203,2,7,6,0.812
199205,2,7,3,0.052
199206,1,6,6,-1.463
199207,1,2,2,0.052
199208,2,2,6,-4
199209,2,2,5,0.052
199211,1,2,4,-1.195
199212,1,2,6,0.052
199213,1,2,5,1.001
199214,2,2,2,0.247
199215,2,2,6,0.349
199217,2,2,5,-0.143
199218,2,2,3,0.515
199220,1,7,3,1.001
199221,2,2,5,-1.847
199222,2,7,6,1.951
199223,2,7,2,0.247
199224,1,-8,-9,-1.463
199225,1,4,3,-1.847
199226,2,2,7,1.001
199227,2,7,2,-0.703
199228,1,5,7,1.001
199229,2,7,6,-0.898
199230,2,2,3,0.052
199231,1,7,7,1.001
199261,-8,-8,-8,-8
200101,2,2,2,0.052
200102,2,2,1,-1.847
200103,2,2,3,-4
200104,1,-8,-9,-1.652
200105,2,-8,1,-4
200106,1,7,2,-0.898
200107,1,4,4,0.247
200108,2,-8,-9,-4
200109,1,2,4,-0.405
200110,2,2,4,1.191
200112,1,7,5,0.052
200114,2,2,1,-0.411
200115,2,2,3,1.191
200116,1,2,7,0.247
200117,2,2,1,0.052
200118,1,7,6,0.32
200119,2,-8,4,-4
200120,1,5,2,0.544
200121,2,5,5,1.464
200122,2,7,7,0.733
200123,1,2,4,-9
200124,2,3,7,0.052
200125,2,7,7,0.32
200126,1,7,7,0.052
200127,1,2,2,0.807
200128,1,7,6,0.052
200129,1,6,3,-0.435
200131,1,-8,5,-4
200132,1,-8,-9,-4
200133,2,2,1,-0.137
200134,2,2,1,-0.6
200201,1,3,2,-4
200202,2,6,2,-4
200203,1,7,2,-4
200204,2,6,4,-4
200205,1,-8,4,-4
200207,2,7,3,-4
200208,2,7,5,-4
200209,1,7,2,-4
200211,2,7,2,-4
201101,1,7,1,-1.463
201102,1,6,2,0.515
201103,2,3,2,-1.384
201104,1,7,4,1.951
201105,2,7,2,1.951
201106,2,7,2,0.052
201107,2,7,5,0.32
201108,1,7,3,-4
201109,1,7,4,1.494
201110,1,7,2,1.001
201111,1,7,2,1.494
201113,1,4,3,-4
201114,1,7,7,-0.898
201115,2,5,8,-0.6
201116,1,7,2,-1.847
201117,1,7,4,0.515
201119,2,7,1,-4
201120,2,7,2,-0.703
201121,2,3,4,-0.246
201123,2,7,2,-1.093
201125,2,3,1,-4
201126,1,7,6,1.951
201201,2,3,2,-4
201202,2,-8,-9,-1.847
201203,2,7,1,-4
201204,1,3,1,-4
201205,2,3,4,-4
201206,2,7,2,-0.703
201207,2,7,2,-4
201208,2,7,3,1.762
201209,2,3,4,-4
201210,1,7,2,-9
201212,2,7,2,-0.898
201213,2,7,2,-9
201214,1,3,2,-1.847
201215,2,3,4,-4
201216,2,7,5,-4
201218,1,3,3,-0.63
201219,2,3,2,-4
201220,2,3,4,1.299
201221,1,7,4,-1.579
201222,2,7,2,-4
201223,1,3,3,-0.435
201224,1,2,6,-4
202101,1,7,6,0.812
202102,1,7,3,-0.332
202103,1,7,2,0.515
202105,1,7,3,-0.977
202106,1,7,6,-0.898
202107,1,7,3,-0.898
202108,1,7,5,1.075
202109,1,7,6,1.191
202110,2,3,4,0.539
202111,2,7,2,1.001
202112,2,7,7,0.052
202113,2,2,5,-0.898
202116,1,7,3,-1.463
202117,1,7,6,-0.63
202119,2,7,2,0.436
202120,2,3,3,-1.384
202122,1,2,5,-1.579
202123,2,7,5,1.075
202127,1,3,1,-1.847
202202,1,5,1,-0.898
202203,1,3,5,0.241
202204,1,3,6,-0.137
202206,2,3,2,1.001
202211,1,3,3,0.436
202213,2,3,4,-1.087
202214,1,3,1,-4
202215,2,3,6,1.385
202223,2,3,3,-0.411
202225,2,3,1,-0.6
202227,1,3,2,-0.971
203101,1,3,2,-1.463
203102,2,3,4,-4
203103,-4,-4,-4,-4
203104,2,3,5,-0.137
203105,-4,-4,-4,-4
203106,-4,-4,-4,-4
203107,1,3,4,-4
203108,-4,-4,-4,-4
203109,1,3,5,-4
203112,2,6,2,1.494
203113,2,3,2,0.052
203115,-4,-4,-4,-4
203116,-4,-4,-4,-4
203117,1,6,7,1.762
203118,1,3,6,1.951
203119,-4,-4,-4,-4
203120,1,3,6,-4
203202,1,3,2,-4
203203,2,3,2,-4
203208,2,3,2,-4
203211,1,3,3,-4
203217,2,3,2,-4
203221,1,3,3,-4
203223,1,3,4,-4
203224,-4,-4,-4,-4
203227,1,3,2,-4
203231,1,3,2,-4
203232,1,3,2,-4
204101,1,3,6,-4
204102,1,3,4,-4
204103,2,3,4,1.464
204104,2,3,2,1.007
204105,1,2,2,-4
204106,1,3,2,-4
204111,2,6,4,-4
204112,2,3,6,-4
204113,2,3,2,-4
204114,1,3,6,-4
204115,1,3,7,-4
204118,2,3,1,-4
204119,-4,-4,-4,-4
204120,1,3,1,-0.21
204201,1,2,2,-4
204202,1,3,3,0.052
204203,1,3,2,0.058
204205,1,3,3,-4
204206,2,5,2,-0.898
204207,1,3,1,-0.435
204208,1,3,5,-4
204209,1,4,1,-4
204210,1,7,4,1.459
204211,2,3,2,-4
204212,1,7,4,-4
204213,1,7,2,-4
204214,2,7,2,-0.137
204215,1,3,2,-0.898
204217,1,3,1,-0.021
204218,1,3,4,-1.847
204219,2,7,3,0.052
204220,1,3,2,-1.847
204221,1,7,2,-4
204222,1,3,2,-0.898
204223,2,3,3,-0.898
204224,1,3,3,-1.847
204225,2,3,4,-0.435
204226,1,3,2,-4
204227,1,3,2,-4
