"STU_ID","BYSEX","BYRACE","BYMOTHED","BYWRTNGA"
277204,2,7,2,-4
277205,2,7,5,-4
277206,2,7,2,-4
277207,1,7,2,-4
277208,2,7,5,-4
277209,2,7,3,-4
277212,2,7,5,-4
277213,2,7,5,-4
277214,1,7,2,-0.332
277215,2,7,6,-4
277216,1,5,2,-4
277217,2,7,4,-4
277218,2,7,3,-4
277219,1,7,2,-4
277220,1,7,2,-1.579
277221,2,7,2,-0.137
277222,2,7,3,-0.63
277223,2,7,1,-4
277224,1,7,6,-4
277225,2,7,3,-4
277226,2,7,2,-4
278101,2,2,3,0.618
278102,2,4,2,-4
278103,2,4,1,-1.166
278105,1,2,3,0.052
278107,2,2,3,0.052
278108,2,4,3,-9
278109,1,7,3,0.052
278110,1,2,2,-1.847
278111,2,6,3,-1.847
278112,1,5,1,-1.658
278113,1,-8,1,-4
278114,2,2,5,-0.898
278115,1,6,5,-1.652
278116,2,3,5,-9
278117,2,2,8,-9
278118,1,2,6,-1.652
278119,1,5,2,-1.847
278120,1,5,2,-0.898
278121,1,5,2,-0.898
278122,1,2,3,0.241
278123,1,2,2,-0.898
278124,1,2,6,-1.652
278125,1,5,6,0.349
278126,1,6,4,-0.137
278127,2,5,3,-0.143
278128,2,6,2,0.052
278201,1,4,3,0.812
278202,2,4,2,-0.709
278203,1,4,1,1.756
278204,2,6,8,-4
278205,1,2,6,-9
278206,2,2,6,1.494
278207,1,2,2,0.807
278208,1,4,1,-1.652
278209,2,4,1,0.052
278210,2,4,1,1.756
278211,2,3,6,-4
278212,2,4,3,-4
278213,1,2,8,1.378
278214,2,4,1,0.052
278215,2,2,2,1.951
278216,1,4,4,1.001
278217,2,2,2,-1.847
278218,1,2,2,-4
278219,1,4,4,-1.847
278220,1,2,4,-9
278221,2,2,2,-4
278222,2,4,7,-0.137
279101,1,2,6,0.052
279102,2,2,3,0.052
279103,1,4,1,-0.898
279104,2,4,6,0.32
279105,2,2,3,0.812
279106,1,2,1,1.683
279107,2,2,1,1.001
279108,1,4,1,-0.971
279109,2,2,7,0.812
279110,2,4,2,-1.087
279111,2,2,3,-0.435
279112,1,2,1,-4
279113,1,2,1,-9
279114,1,2,1,0.812
279115,2,5,1,-0.246
279116,2,2,2,-0.709
279117,1,5,2,-1.384
279118,2,4,1,0.058
279119,-4,-4,-4,-4
279120,2,2,1,0.247
279121,2,2,1,-4
279122,1,2,2,0.052
279123,2,2,1,-0.703
279124,2,2,6,0.326
279125,1,2,1,-0.703
279126,1,5,1,0.052
279127,2,5,1,-0.898
279128,2,2,2,-1.361
279130,2,5,1,-1.847
279201,1,2,1,-4
279205,-4,-4,-4,-4
279206,2,7,6,-4
279208,2,2,6,-4
279211,1,7,6,-4
279213,2,4,1,-4
279214,-4,-4,-4,-4
279216,2,2,1,-4
279217,-4,-4,-4,-4
279218,-4,-4,-4,-4
279219,1,5,1,-4
279220,2,3,2,-4
279221,2,3,5,-4
279222,1,2,2,-4
279223,1,3,5,-4
279224,-4,-4,-4,-4
279225,-4,-4,-4,-4
279226,2,3,3,-4
279227,2,3,5,-4
279228,1,2,2,-4
279229,-4,-4,-4,-4
279230,1,3,6,-4
280101,1,4,2,-1.087
280102,2,2,1,-0.435
280103,2,2,1,0.807
280105,-4,-4,-4,-4
280106,1,4,3,0.052
280107,2,5,5,1.001
280108,2,3,2,0.241
280110,2,5,7,-0.137
280113,2,4,5,-0.246
280114,-4,-4,-4,-4
280115,1,5,5,-0.892
280116,1,2,4,-0.246
280117,2,2,4,0.32
280118,2,5,5,0.515
280120,2,5,4,1.683
280121,2,5,2,1.001
280123,2,7,8,-1.384
280126,2,2,1,-0.63
280127,2,2,1,0.32
280201,1,2,1,-4
280202,2,5,1,-4
280203,1,4,5,-4
280204,1,6,3,-4
280205,-4,-4,-4,-4
280206,1,2,5,-4
280207,1,4,3,-4
280210,1,7,4,-0.057
280211,2,5,1,-4
280212,2,5,5,-4
280213,1,2,1,-4
280214,1,2,1,-4
280215,2,2,2,-4
280217,1,3,4,-4
280218,2,7,3,-4
280219,2,2,1,-4
281101,2,4,1,-4
281102,1,4,5,-4
281103,1,3,3,-0.709
281105,2,5,1,-0.898
281106,2,4,1,-1.355
281107,1,5,1,0.777
281109,2,5,1,-1.384
281110,-4,-4,-4,-4
281111,2,4,1,-1.195
281112,2,5,2,-1.847
281113,2,3,1,-4
281114,2,4,1,0.349
281115,-4,-4,-4,-4
281116,1,5,1,-4
281117,-4,-4,-4,-4
281118,2,5,1,-4
281121,2,4,1,-4
281122,2,2,1,-0.167
281123,1,5,6,-1.006
281124,1,4,1,-0.332
281126,-4,-4,-4,-4
281128,2,4,1,-0.63
281129,2,4,1,-4
281130,2,4,1,-0.441
281132,1,4,1,0.515
281161,-8,-8,-8,-8
281162,-8,-8,-8,-8
281201,1,2,2,0.052
281202,2,2,1,-0.898
281204,2,5,3,1.191
281205,2,2,6,-0.898
281206,2,2,5,0.733
281207,1,2,1,1.756
281209,2,4,1,-0.143
281210,2,2,2,-0.63
281211,1,2,1,-1.652
281212,1,7,2,1.488
281213,1,2,2,-0.703
281214,1,2,1,-9
281215,1,2,1,-0.63
281217,1,3,4,1.22
281219,1,3,4,-1.847
281220,1,6,1,-1.384
281221,1,2,1,-1.579
281222,2,2,1,-1.847
281223,2,2,1,-1.55
281226,1,4,2,-1.652
281261,-8,-8,-8,-8
282101,2,2,4,-4
282102,1,5,1,-4
282103,1,2,2,-4
282104,2,5,4,-4
282105,1,5,4,-4
282106,2,6,4,-4
282107,2,5,1,-4
282108,1,2,6,-4
282109,1,3,2,-4
282110,1,6,6,-4
282111,1,2,2,-4
282112,2,5,6,-4
282113,1,5,5,-4
282114,2,5,1,-4
282115,2,5,5,-4
282116,1,5,1,-4
282117,-4,-4,-4,-4
282119,2,5,4,-4
282120,2,5,7,-4
282121,2,2,1,-4
282122,-4,-4,-4,-4
282123,1,2,6,-4
282124,2,2,1,-4
282127,2,2,3,-4
282202,2,4,2,-4
282203,1,3,4,-1.847
282206,-4,-4,-4,-4
282207,1,3,1,-4
282209,1,4,1,-1.652
282210,1,5,2,-1.847
282211,-4,-4,-4,-4
282212,2,4,1,-1
282213,1,3,1,-0.898
282214,-4,-4,-4,-4
282215,2,5,1,-1.652
282217,1,4,2,-1.195
282218,1,4,1,-4
282219,-4,-4,-4,-4
282220,-4,-4,-4,-4
282221,-4,-4,-4,-4
282222,-4,-4,-4,-4
282223,2,4,1,-4
282224,1,-8,-9,-1.847
282225,1,4,2,-1.269
282226,1,4,2,1.464
282227,-4,-4,-4,-4
282228,1,6,3,-4
282230,-4,-4,-4,-4
282231,2,4,1,-4
283101,2,5,1,-0.435
283102,1,5,1,-1.087
283103,1,2,1,1.299
283105,1,2,4,-0.898
283106,2,3,2,-0.6
283107,2,4,2,-0.898
283109,2,2,6,1.075
283111,1,2,1,-0.435
283113,2,3,1,-1.847
283114,2,4,3,-1.579
283115,2,2,3,0.812
283116,1,4,1,1.001
283118,2,5,5,-0.441
283119,1,5,3,-0.216
283120,1,2,1,-0.251
283121,1,2,1,0.314
283122,1,2,8,-0.63
283123,2,2,2,1.264
283202,2,2,3,0.052
283204,2,2,6,0.807
283205,-4,-4,-4,-4
283207,2,4,4,-4
283208,1,2,1,0.052
283209,1,6,1,0.052
283210,1,2,6,0.247
283213,-4,-4,-4,-4
283214,-4,-4,-4,-4
283216,2,2,2,1.001
283217,-4,-4,-4,-4
283218,2,2,1,1.001
283220,2,2,1,-9
283221,-4,-4,-4,-4
283222,2,2,1,-4
283223,2,2,2,0.733
283224,2,2,6,1.762
283225,1,2,6,0.733
283226,1,2,6,-4
283227,1,2,2,0.247
283228,1,2,6,-4
283229,1,2,6,0.052
283230,-4,-4,-4,-4
283231,1,2,1,-0.898
283232,2,2,8,-0.898
284102,1,2,2,-4
284104,1,5,7,-0.251
284105,2,6,6,-4
284106,1,2,1,-4
284107,1,4,1,-4
284109,2,2,5,-4
284111,2,2,6,-4
284113,2,2,1,-4
284115,1,2,4,-4
284116,2,2,1,-4
284117,1,5,1,-0.898
284118,1,4,1,-4
284119,-4,-4,-4,-4
284120,1,2,5,-4
284121,2,2,5,-4
284122,1,4,2,-4
284123,1,2,4,-4
284125,2,7,2,-4
284126,2,2,2,-4
284127,2,2,6,-4
284128,-4,-4,-4,-4
284129,1,5,2,-1.006
284130,1,6,2,-4
284131,1,2,1,-4
284133,2,2,2,-4
284134,1,2,1,-4
284201,-4,-4,-4,-4
284204,-4,-4,-4,-4
284206,-4,-4,-4,-4
284207,1,2,1,-4
284208,2,5,2,-4
284209,-4,-4,-4,-4
284211,-4,-4,-4,-4
284213,2,4,1,-4
284214,-4,-4,-4,-4
284217,1,2,1,-4
284218,2,7,2,-4
284220,2,5,2,-4
284223,1,5,1,-4
284224,1,2,1,-4
284225,2,5,1,-4
284226,1,2,1,-4
284227,1,5,1,-4
285101,2,-8,1,-0.441
285104,2,4,4,-4
285105,2,4,2,-4
285106,1,2,6,-1.195
285107,2,4,2,-4
285108,2,4,1,0.052
285109,2,4,1,-0.405
285110,2,5,1,-1.195
285111,-4,-4,-4,-4
285112,1,4,1,-1.847
285113,1,3,6,-4
285114,1,2,2,0.978
285115,2,7,1,-4
285116,2,-8,1,0.052
285117,1,4,1,-0.264
285118,2,2,2,-0.435
285119,1,3,5,-4
285120,2,4,1,-4
285121,-4,-4,-4,-4
285122,1,5,3,-1.195
285123,2,4,2,-1.384
285124,1,4,5,-1.195
285125,1,5,1,-1.195
285126,2,4,1,-4
285127,1,5,1,-1.847
285128,1,4,1,-1.652
285130,2,7,1,-4
285131,2,4,1,-0.137
285132,1,4,1,-4
285133,1,5,1,-0.441
285134,2,4,3,-4
285201,1,3,4,-1.355
285202,1,4,2,-1.166
285203,2,4,1,-0.435
285204,2,4,1,-4
285205,2,2,1,-4
285208,2,4,1,-4
285209,1,5,3,-4
285210,1,2,1,-1.39
285211,2,2,2,0.509
285212,1,5,6,-4
285213,1,3,6,-4
285214,2,2,1,1.001
285215,2,2,2,-4
285216,1,4,2,0.349
285217,2,5,2,-4
285219,1,4,1,-0.435
285220,2,4,1,-4
285221,1,4,3,-4
285222,2,4,1,-4
285224,1,4,1,-0.435
285225,2,2,1,-4
285226,1,4,2,1.299
285227,2,6,3,-4
285228,2,4,3,-4
286101,1,5,4,-0.216
286102,1,2,6,-0.405
286103,1,5,1,-0.709
286104,1,2,1,0.612
286105,2,2,1,0.052
286106,1,2,1,0.344
286107,1,2,3,-1.847
286108,2,2,1,-0.709
286109,1,2,1,-0.143
286110,2,2,1,0.544
286112,1,5,1,1.001
286113,2,2,6,1.001
286114,2,2,1,1.001
286117,1,2,1,0.052
286118,2,4,5,0.539
286119,2,2,2,-0.411
286120,1,2,1,0.807
286121,2,4,4,1.756
286122,-4,-4,-4,-4
286123,-4,-4,-4,-4
286124,2,4,2,0.052
286125,1,2,1,-0.332
286127,2,3,4,-0.703
286128,1,5,2,1.27
286129,1,5,2,-1.172
286130,1,6,2,-0.898
286201,1,4,1,-0.606
286202,2,5,1,-0.903
286203,1,4,1,-1.087
286204,2,4,1,-4
286205,2,4,3,0.314
286206,2,4,5,1.683
286207,1,5,1,-0.903
286208,2,2,7,0.393
286209,1,7,2,0.928
286210,2,4,1,-1.384
286211,1,4,2,0.052
286212,1,3,5,0.241
286213,-4,-4,-4,-4
286214,2,3,1,-1.847
286215,1,4,1,-0.892
286216,1,5,2,-0.898
286217,2,4,1,-1.847
286218,2,5,1,-1.847
286220,1,2,6,1.385
286221,2,2,1,-1.847
286223,-4,-4,-4,-4
286224,2,2,6,1.683
286225,1,4,1,-1.847
286226,1,3,3,-1.006
286227,1,3,2,0.241
286228,-4,-4,-4,-4
286229,2,5,3,1.161
286230,1,5,3,-0.549
287102,2,3,3,0.247
287103,2,6,2,0.241
287104,1,2,2,0.241
287105,2,2,6,-0.137
287106,2,7,1,1.001
287107,-4,-4,-4,-4
287108,1,2,2,0.052
287110,1,4,3,-0.709
287111,1,7,2,0.812
287112,1,2,4,-9
287113,2,4,1,0.052
287114,2,6,5,0.515
287115,1,7,2,-0.898
287116,2,4,1,-4
287117,2,5,2,-0.514
287118,1,4,3,-1.458
287119,1,5,1,-0.137
287120,2,6,8,-0.405
287121,1,4,5,-4
287122,2,2,1,0.241
287123,2,2,7,0.515
287124,1,4,1,-0.703
287125,1,3,3,0.922
287126,1,2,2,0.515
287127,2,6,5,-0.898
287129,1,7,6,-9
287130,1,4,1,-1.087
287131,2,5,5,0.052
287133,2,2,2,0.052
287161,-8,-8,-8,-8
287162,-8,-8,-8,-8
287203,2,4,1,-4
287204,1,3,2,-4
287206,2,2,2,-4
287207,1,-8,-9,-4
287208,-4,-4,-4,-4
287209,2,4,1,-4
287210,1,3,5,-4
287211,1,3,6,-4
287212,2,3,6,-4
287213,1,3,3,-4
287216,1,3,4,-4
287217,2,3,5,-4
287218,-4,-4,-4,-4
287221,1,2,2,-4
287222,1,2,2,-4
287223,2,5,2,-4
287226,2,4,1,-4
287227,2,3,1,-4
287230,1,4,4,-4
287234,2,2,2,-4
287235,1,2,3,-4
288101,1,4,2,-1.458
288102,1,4,1,-4
288103,2,2,1,-4
288104,2,4,1,-4
288105,2,5,1,0.515
288106,2,2,2,0.052
288107,2,5,2,1.001
288108,2,5,1,0.138
288109,1,5,7,-4
288110,1,4,1,-4
288111,2,5,2,0.344
288112,2,5,4,-1.658
288113,1,4,1,-4
288115,1,4,1,-1.384
288116,2,5,1,-1.658
288117,1,4,2,0.515
288119,1,4,5,-4
288120,2,4,1,-4
288121,1,2,2,0.996
288122,1,7,2,-4
288123,1,4,2,-0.325
288124,2,5,8,-0.435
288125,2,4,1,1.088
288126,1,4,1,-4
288127,1,4,1,-4
288128,2,5,1,1.001
288129,2,4,1,-1.195
288130,1,4,1,-4
288161,-8,-8,-8,-8
288201,1,3,1,-4
288202,2,2,8,-4
288203,-4,-4,-4,-4
288204,1,2,1,-4
288205,2,2,3,-4
288206,1,2,5,-4
288207,1,2,3,-4
288209,2,2,2,-4
288211,1,2,1,-4
288212,2,2,3,-4
288213,1,3,4,-4
288216,2,6,4,-4
288217,1,2,1,-4
288220,1,2,6,-4
288223,2,2,2,-4
288225,1,2,6,-4
288227,2,2,1,-4
288228,2,2,2,-4
288229,-4,-4,-4,-4
288230,2,2,2,-4
288233,2,2,1,-4
288234,2,2,6,-4
288235,2,4,6,-4
289101,2,5,3,0.052
289102,1,2,3,-4
289103,1,4,6,-1.463
289104,1,4,1,-4
289105,1,2,1,-4
289107,2,4,1,-4
289109,1,1,5,-4
289110,1,5,1,-4
289111,1,4,1,-4
289112,2,4,6,-4
289113,2,2,3,-4
289114,2,2,2,-0.63
289115,-4,-4,-4,-4
289116,1,3,3,-4
289117,2,4,1,-0.137
289118,1,4,1,0.052
289119,2,4,1,-1.847
289120,1,4,4,-1.847
289121,1,2,4,-4
289122,1,3,3,-1.463
289123,1,4,1,-1.652
289124,2,4,1,0.046
289125,2,4,1,-4
289126,1,4,1,0.247
289127,2,6,2,-0.898
289201,2,4,2,1.756
289202,1,5,2,0.052
289203,2,2,2,0.32
289204,1,3,4,-0.137
289205,1,2,2,-0.819
289206,-4,-4,-4,-4
289207,1,2,1,-0.63
289208,2,2,2,-1.355
289209,2,2,1,-0.819
289210,2,2,1,0.052
289212,2,2,1,-9
289214,2,2,1,-0.819
289216,1,2,2,-0.143
289217,2,6,2,0.052
289218,2,2,4,-0.441
289219,2,2,6,1.27
289220,1,2,2,-0.819
289221,2,2,2,-1.847
289222,1,2,2,1.756
289223,1,2,1,-0.898
289224,1,2,1,-0.824
289225,1,2,2,-0.63
289226,2,2,2,-0.63
289227,2,2,2,0.052
289228,2,2,4,0.052
289229,1,2,2,-1.122
289230,1,2,1,-0.63
289231,1,2,6,-0.63
289232,2,2,2,-9
289233,2,5,3,-0.63
290102,2,7,1,1.191
290103,1,4,1,-1.847
290104,2,5,1,-0.411
290105,1,1,6,1.654
290106,1,7,2,0.052
290107,1,7,2,0.247
290108,2,5,5,-1.087
290109,2,4,1,-0.143
290111,1,7,3,-0.417
290113,2,4,1,1.191
290114,1,7,2,0.052
290115,1,7,3,0.058
290117,2,4,1,-0.709
290118,2,5,1,-4
290120,2,5,1,-0.435
290121,1,6,2,-0.63
290122,1,7,2,1.951
290123,2,4,2,0.436
290124,2,7,1,-4
290125,2,7,1,1.464
290201,1,2,1,-0.143
290203,2,1,2,-4
290204,2,2,3,-0.216
290205,1,4,3,-0.898
290206,1,5,5,-4
290208,2,2,1,-1.166
290209,1,2,1,0.052
290211,2,2,1,-4
290212,2,2,1,-4
290213,1,2,1,-4
290214,1,7,3,1.001
290216,2,2,1,-4
290217,1,6,6,0.052
290218,1,2,6,-4
290219,1,5,4,-4
290220,2,2,2,-4
290221,1,2,4,-4
290222,2,4,1,0.052
290223,1,7,6,-0.251
290224,-4,-4,-4,-4
290225,2,2,1,-1.579
290226,1,2,1,0.052
290227,2,2,7,-4
290228,1,2,3,-4
290229,1,2,3,0.052
290230,1,2,1,-1.166
290231,1,5,7,-1.652
290232,1,2,1,-4
290233,2,2,1,-4
290234,1,2,1,-4
290235,2,7,3,0.807
291101,-4,-4,-4,-4
291102,2,2,7,-4
291103,2,2,6,-4
291104,1,2,6,-0.898
291105,2,2,6,1.001
291106,1,2,7,-4
291107,1,2,6,1.951
291108,2,2,6,-4
291109,1,2,6,-4
291110,2,2,6,1.001
291111,2,2,2,-4
291112,2,2,6,-4
291113,2,2,2,1.951
291114,2,2,7,0.052
291115,2,2,6,-4
291116,2,2,7,-4
291117,2,2,2,-4
291118,2,2,2,-4
291119,1,2,4,-4
291120,1,2,7,-4
291121,-4,-4,-4,-4
291122,1,2,6,1.951
291123,2,2,6,1.001
291124,2,2,6,-0.703
291125,2,6,2,-4
291126,2,2,2,1.951
291127,2,2,6,1.951
291128,2,2,5,1.951
291129,2,2,5,1.951
291130,1,2,4,1.001
291131,2,2,7,-4
291132,1,2,2,-4
291133,2,6,6,0.052
291134,2,2,6,-4
291135,2,2,6,1.001
291201,2,4,1,-1.847
291202,2,2,7,1.951
291203,1,7,2,-4
291204,2,4,6,0.052
291205,2,4,6,-4
291206,2,7,2,-4
291207,2,3,2,-4
291210,1,7,3,-4
291212,2,2,1,-4
291214,2,7,2,-4
291215,2,5,2,-4
291216,2,4,2,-4
291217,1,4,2,-4
291218,1,7,2,1.951
291220,1,7,5,-4
291221,2,6,4,-4
291222,2,5,3,-4
291224,2,7,2,-4
291225,2,4,1,-4
291226,2,6,2,-4
291227,1,4,3,0.052
291228,2,7,2,-4
291229,2,7,2,-0.435
291230,2,7,1,-4
291231,2,3,2,-4
292101,1,5,1,1.001
292103,2,2,2,0.052
292104,1,5,2,-1.847
292105,1,5,1,-1.847
292106,2,5,1,-0.63
292107,2,7,3,1.299
292108,2,4,2,1.001
292109,2,5,1,0.052
292110,2,5,1,-4
292111,2,2,2,1.951
292112,2,5,4,-1.579
292113,1,4,1,-0.898
292115,1,6,2,-0.703
292116,2,4,1,-4
292117,2,4,3,-4
292118,1,5,1,0.052
292119,1,4,1,-4
292120,2,4,1,-1.458
292121,1,3,5,0.812
292123,2,2,6,1.951
292124,2,4,4,-0.709
292125,1,5,1,-4
292127,2,5,1,-1.847
292128,2,5,6,0.733
292129,2,5,6,-1.847
292130,2,5,7,0.052
292131,2,5,4,0.241
292132,2,7,2,-1.847
292133,2,5,2,-0.898
292161,-8,-8,-8,-8
292201,1,4,1,-0.441
292202,1,4,1,-4
292204,1,4,1,0.32
292205,1,4,1,-0.898
292206,2,4,1,-0.143
292208,2,5,4,-4
292209,2,4,4,-0.898
292210,1,4,1,-0.63
292211,2,4,1,-0.63
292212,1,4,1,0.046
292213,1,4,1,0.052
292214,2,7,4,1.654
292215,1,4,2,-1.847
292216,2,4,4,0.052
292217,2,4,1,-0.143
292218,2,4,1,-4
292219,1,4,1,-4
292220,2,7,4,1.654
292221,1,1,2,0.052
292224,1,4,3,0.052
292225,2,4,1,1.951
293101,2,2,6,-4
293102,1,2,6,-4
293103,1,2,3,-0.332
293104,2,6,2,-4
293106,2,3,2,-1.195
293108,1,5,5,0.052
293109,1,2,4,-9
293110,1,2,1,-0.606
293112,2,4,6,0.052
293113,2,6,3,1.459
293114,1,2,6,-4
293115,1,6,3,0.618
293116,1,2,6,-4
293117,1,6,6,0.052
293118,2,7,3,1.196
293119,2,5,1,-0.405
293120,1,6,6,-0.332
293121,1,2,2,-0.898
293122,2,2,8,-4
293123,2,2,3,0.052
293124,1,2,3,-0.898
293125,-4,-4,-4,-4
293126,2,7,2,0.052
293127,1,5,5,-0.332
293128,-4,-4,-4,-4
293129,2,2,1,-4
293130,1,5,3,-0.332
293131,1,2,7,-4
293132,2,6,6,-4
293133,1,7,3,-0.703
293134,1,4,1,-1.458
293135,2,4,1,1.001
293201,2,7,8,1.951
293202,1,2,5,1.001
293203,-4,-4,-4,-4
293204,2,2,8,1.196
293205,1,2,6,1.001
293206,2,7,8,-0.216
293208,2,7,7,0.544
293209,-4,-4,-4,-4
293210,1,2,2,0.509
293211,-4,-4,-4,-4
293212,1,2,7,-4
293214,-4,-4,-4,-4
293215,-4,-4,-4,-4
293216,-4,-4,-4,-4
293217,2,5,2,-0.246
293218,1,7,6,0.052
293219,1,2,6,1.459
293220,1,7,7,0.247
293221,2,2,6,-0.898
293222,1,2,8,1.951
293223,-4,-4,-4,-4
293224,1,7,6,0.052
293225,1,5,1,-0.898
293226,2,7,6,0.436
293227,1,2,6,1.001
293228,2,2,6,1.001
293229,1,2,7,-4
294101,2,5,3,-1.847
294102,1,7,2,0.43
294103,1,7,3,0.052
294104,2,7,2,1.951
294105,1,5,3,-1.658
294106,2,4,2,-0.898
294107,2,7,3,1.762
294108,1,2,4,-4
294109,1,6,6,-0.703
294110,1,5,1,1.951
294111,1,5,1,-1.847
294112,2,7,2,0.052
294113,1,7,4,-0.325
294114,1,4,5,-0.709
294115,2,7,2,0.052
294116,2,7,4,1.001
294117,1,7,6,-4
294118,1,3,7,1.196
294119,2,7,6,1.191
294120,2,7,7,1.951
294201,1,4,1,0.052
294202,1,5,4,-0.137
294203,2,2,2,1.001
294204,2,4,1,0.052
294205,1,5,2,-1.579
294206,2,3,4,0.349
294207,1,5,4,-0.246
294209,1,4,1,-0.63
294210,1,3,6,-0.441
294211,1,6,6,-1.579
294212,2,2,2,-0.898
294213,1,5,6,0.052
294214,2,2,4,-9
294215,1,2,1,-1.579
294216,1,2,6,-0.143
294217,1,6,2,0.807
294218,2,2,8,0.807
294219,2,3,2,-1.122
294220,2,5,1,-0.6
294221,2,2,1,-9
294222,1,6,3,0.046
294223,2,2,1,-0.246
294224,2,4,1,-0.898
294225,2,2,1,-0.137
294226,2,2,1,-0.137
294227,2,2,4,0.618
294228,1,4,1,-0.332
294229,1,2,5,-1.847
294230,1,6,1,1.001
294231,2,4,2,-0.898
294232,2,4,2,-0.332
294233,1,3,2,0.046
295101,1,7,2,-1.847
295102,2,5,3,0.807
295103,2,5,1,-1.847
295104,-4,-4,-4,-4
295106,2,5,5,-1.652
295108,1,7,6,-1.847
295109,1,6,6,1.951
295110,2,5,3,-0.703
295115,2,7,3,-0.508
295117,1,5,2,-1.458
295118,1,5,1,1.001
295119,2,5,3,-1.355
295120,1,5,3,-1.579
295121,2,5,1,0.704
295124,2,7,2,1.951
295125,1,7,5,1.001
295127,1,5,7,0.812
295128,2,3,6,1.951
295133,1,5,1,1.001
295134,-4,-4,-4,-4
295135,1,6,4,0.052
295161,-8,-8,-8,-8
295201,1,4,4,-0.137
295202,2,7,4,1.951
295203,2,7,6,-0.246
295204,1,4,2,-0.789
295205,-4,-4,-4,-4
295206,1,7,6,-0.137
295207,2,3,2,0.704
295208,2,6,6,1.001
295209,1,3,6,-4
295210,1,6,2,0.704
295211,2,4,4,-0.137
295212,1,7,5,-4
295213,1,7,2,0.612
295214,2,7,5,0.436
295215,2,3,1,-0.709
295216,1,4,4,-0.035
295218,-4,-4,-4,-4
295219,1,4,2,0.052
295220,1,7,3,-0.143
295222,1,3,6,-0.246
295223,1,2,2,1.001
295224,2,3,5,-1.847
295225,-4,-4,-4,-4
295226,2,7,4,1.756
295227,1,4,1,-0.898
295228,-4,-4,-4,-4
295229,1,3,7,0.515
295230,2,2,1,1.756
295231,-4,-4,-4,-4
295232,-4,-4,-4,-4
296101,2,2,6,-9
296102,2,2,6,-4
296103,1,5,2,-9
296104,1,2,2,-9
296105,1,2,6,-9
296106,1,6,3,-9
296107,2,7,6,-9
296108,1,5,6,-9
296109,1,2,6,-9
296110,2,7,1,-9
296111,1,2,6,-4
296113,1,7,4,-9
296114,2,4,1,-9
296115,2,2,4,-4
296116,2,2,6,-9
296117,1,2,3,-9
296118,2,7,3,-9
296119,1,2,8,-9
296120,1,2,2,-9
296121,-4,-4,-4,-4
296122,1,2,4,-9
296123,2,7,4,-4
296124,1,4,6,-4
296125,2,5,2,-9
296126,1,7,8,-9
296127,2,7,3,-9
296128,2,2,6,-9
296129,2,5,1,-9
296201,2,5,5,-1.384
296202,1,5,2,-4
296204,2,5,1,-0.898
296205,1,7,3,-4
296206,1,5,2,-4
296207,2,5,1,-0.703
296208,1,7,6,1.951
296209,2,2,2,1.951
296210,2,4,2,-4
296211,2,5,5,-1.652
296212,2,4,3,-0.246
296213,2,6,5,1.951
296214,1,5,2,-4
296215,2,7,2,0.063
296216,1,5,3,-4
296217,2,7,2,-4
296218,2,5,2,1.951
296219,2,5,2,1.951
296220,1,5,1,-0.051
296221,1,7,2,1.299
296222,1,7,4,-4
296223,2,5,5,-0.898
296224,1,5,1,-4
296225,1,7,3,-4
296227,1,5,1,0.515
296228,2,5,1,-0.514
296229,2,7,3,1.001
297101,2,3,4,-4
297102,1,2,1,-4
297103,2,2,4,-4
297104,2,5,5,-4
297105,1,2,6,-4
297106,2,2,6,-4
297107,1,5,3,-4
297108,1,2,3,-4
297109,1,4,1,-4
297110,1,2,3,-4
297111,1,2,2,-4
297112,2,2,4,-4
297113,1,4,2,-4
297114,2,2,6,-4
297115,2,7,2,-4
297116,2,6,3,-4
297118,1,2,6,-4
297119,1,2,2,-4
297120,1,2,4,-4
297121,2,2,7,-4
297122,2,4,5,-4
297123,1,6,6,-4
297124,2,2,6,-4
297125,1,7,4,-4
297126,2,2,4,-4
297127,1,2,7,-4
297128,2,2,8,-4
297129,1,7,6,-4
297130,2,2,6,-4
297131,1,2,7,-4
297132,1,5,6,-4
297133,2,2,2,-4
297134,2,6,6,-4
297161,-8,-8,-8,-8
297201,2,5,6,1.27
297202,2,5,1,-0.137
297203,2,5,1,-4
297204,1,4,1,-0.898
297205,-4,-4,-4,-4
297206,1,5,1,0.32
297207,2,4,3,0.052
297208,1,5,6,-0.435
297209,1,4,6,-0.435
297210,2,5,1,-1.355
297211,2,5,1,-1.361
297214,2,7,3,0.052
297215,2,5,3,0.515
297216,-4,-4,-4,-4
297217,1,5,5,-0.411
297218,1,5,1,0.052
297219,2,5,2,-0.027
297220,-4,-4,-4,-4
297221,2,5,1,0.509
297222,1,5,2,-0.137
297223,1,4,1,-0.246
297224,1,5,1,-1.361
297225,1,5,3,-1.361
297226,2,5,4,0.052
297228,1,2,3,-0.137
297229,2,5,2,-0.246
297230,1,5,2,-1.652
297231,1,2,2,-0.246
297232,2,5,2,-0.898
297234,1,5,2,-0.246
298102,1,5,1,0.349
298103,2,5,1,0.247
298106,2,7,5,1.001
298107,2,5,1,-4
298108,1,7,5,-1.847
298109,1,5,2,1.191
298110,1,5,4,-4
298111,2,6,6,-0.703
298113,2,3,2,-4
298115,1,7,6,-4
298116,1,5,1,0.241
298117,1,5,1,-0.898
298118,1,4,4,-4
298119,1,5,4,-4
298120,2,5,1,0.807
