"STU_ID","BYSEX","BYRACE","BYMOTHED","BYTXMSTD","F1TXMSTD"
195207,1,-8,-9,-8,52.54
195208,2,3,1,39.04,35.31
195209,1,3,2,46.54,-8
195210,2,5,1,24.92,28.77
195211,2,7,7,45.75,42.76
195213,1,3,5,34.76,-8
195215,2,3,1,42.75,44.23
195216,2,4,3,37.77,36.49
195217,2,3,2,45.65,44.76
195218,2,3,3,46.59,47.18
195219,1,3,1,50.27,51.73
195220,1,-8,2,-8,43.73
195222,1,7,7,56.92,-8
195223,1,3,5,58.27,56.88
195224,1,3,2,48.67,47.91
195225,2,7,5,60.57,56.54
195226,1,3,2,41.23,-8
195227,2,3,2,49.33,-8
195228,2,7,3,54.03,51.51
195229,1,7,5,41.86,42
195230,2,7,2,47.79,-8
195231,1,7,1,42,41.33
195232,1,3,5,59.58,61.05
195233,2,3,1,44.57,-8
195234,2,3,2,51.48,51.22
196101,1,7,2,46.79,49.51
196102,1,7,6,59.44,61.24
196103,2,7,5,41.41,41.3
196104,2,3,2,41.6,38.95
196105,1,3,4,47.99,-8
196106,1,7,5,58.74,58.69
196107,2,7,1,51.99,-8
196109,1,3,8,39.04,-8
196110,2,7,6,38.37,-8
196111,2,7,4,62.24,62.58
196112,1,2,6,43.92,-8
196114,1,7,2,48.07,38.73
196115,2,3,4,49.15,49.45
196116,1,7,2,47.67,-8
196117,2,7,3,45.69,-8
196118,1,7,6,58.62,62.9
196121,1,5,3,37.22,-8
196122,2,7,4,52.8,-8
196123,2,3,5,30.37,-8
196124,1,6,3,32.09,-8
196125,2,3,3,32.21,-8
196201,1,3,3,42.59,-8
196202,-4,-4,-4,39.21,36.03
196203,1,7,3,36.81,-8
196204,2,3,5,56.06,53.16
196205,1,7,3,46.51,44.74
196207,2,2,6,60.56,62.35
196209,2,3,7,34.76,28.04
196210,1,3,3,56.36,46.82
196212,1,2,6,65.81,65.53
196214,1,7,4,52.9,49.38
196216,2,7,4,52.45,51.33
196217,2,3,2,28.21,29.71
196219,1,3,1,41.66,36.22
196220,1,3,8,43.5,-8
196221,1,4,1,42.16,38.38
196222,1,6,4,32.52,-8
196223,2,7,2,57.08,56.71
196224,1,3,5,54.01,51.17
196225,2,7,7,73.07,71.52
196227,2,3,5,31.61,-8
196228,1,3,6,47.81,45.32
196229,2,3,2,45.02,38.54
196230,1,3,4,43.35,-8
196231,2,2,6,48.13,43.27
196232,2,7,5,59.57,59.27
197101,2,7,1,42.54,-8
197102,2,7,6,44.74,48.95
197103,1,7,5,47.89,41.36
197104,2,7,2,29.64,-8
197106,1,7,1,61.64,-8
197107,1,7,6,55.88,57.31
197108,2,2,3,54.48,-8
197109,1,7,5,47.49,44.24
197110,2,2,2,49.55,61.98
197111,2,6,2,60.46,-8
197112,2,7,2,55.96,56.83
197113,1,7,6,61.81,61.18
197114,2,7,3,62.9,60.34
197116,2,7,3,45.15,-8
197117,2,7,7,58.25,61.3
197118,1,3,2,53.83,-8
197120,2,7,5,60.15,59.56
197121,2,7,6,54.08,48.5
197122,1,5,5,33.1,33.24
197123,1,6,2,50.99,52.11
197124,1,2,2,51.06,49.17
197125,2,7,2,58.5,-8
197126,1,7,6,55.21,60.17
197202,2,7,5,60.69,63.2
197203,2,7,6,51.72,57.63
197204,2,3,3,49.43,54.27
197205,1,6,6,43.61,-8
197206,2,3,8,49.76,51.31
197207,2,7,6,57.33,44.62
197208,1,2,1,57.77,53.93
197209,-4,-4,-4,50.83,50.66
197211,2,7,4,49.89,47.01
197212,-4,-4,-4,47.2,44.05
197214,2,7,2,56.35,54.48
197215,2,7,4,63.51,67.74
197216,2,7,7,57.66,58.68
197217,2,7,5,54.6,-8
197218,2,7,2,63.43,59.61
197219,2,7,6,61.16,56.61
197220,1,7,6,59.63,60.36
197222,2,7,8,61.31,56.89
197223,1,5,6,58.18,57.38
198101,1,7,2,57.78,-8
198103,2,3,1,40.68,-8
198104,2,3,2,40.28,-8
198105,1,3,6,58.14,53.73
198106,1,7,2,46.84,55.48
198107,2,7,2,49.6,50.58
198108,1,5,3,47.31,52.25
198109,2,7,3,49.35,54.77
198110,2,7,6,56.72,-8
198111,1,7,5,50.9,46.98
198112,1,7,2,58.63,55.58
198113,2,3,3,46.03,52.73
198114,1,7,2,45.22,46.31
198116,1,7,5,56.87,55.97
198117,2,7,5,54.09,57.03
198119,1,7,2,55.17,61.03
198120,1,6,2,48.4,-8
198121,1,7,7,47.81,51.67
198123,1,7,4,49.41,47.63
198124,1,7,1,39.95,36.27
198125,1,7,7,64.76,63.04
198126,2,7,7,58.18,-8
198127,1,7,2,48.12,39.56
198128,1,6,6,51.97,46.28
198129,2,3,3,39.68,34.02
198131,1,7,2,54.31,-8
198132,1,3,7,56.54,50.95
198134,2,7,4,63.37,65.54
198135,1,3,6,33.8,31.94
198201,1,7,6,46.53,47.42
198202,2,7,4,49.64,48.61
198203,1,7,3,43.19,35.19
198204,2,3,1,27.84,27.59
198205,1,7,3,52.45,45.61
198206,1,6,3,46.63,45.18
198207,1,7,6,48.8,46.62
198209,1,7,2,44.41,-8
198210,2,7,4,36.36,-8
198211,2,7,1,34.71,-8
198213,2,7,6,59.04,51.9
198214,1,7,2,33.48,35.54
198215,2,7,6,46.35,49.67
198217,1,3,1,54.79,52.61
198218,2,7,3,49.94,52.48
198219,1,6,2,34.44,37.28
198220,1,3,2,37.14,36.1
198222,2,3,1,33.07,27.83
198223,2,7,1,36.25,-8
198224,1,7,2,49.29,-8
198225,2,7,2,43.59,41.51
198227,2,7,3,55.79,52.47
199102,2,6,6,39.55,61.26
199103,2,3,5,57.33,58.28
199104,1,7,6,41.32,39.58
199105,2,7,5,54.9,53.77
199107,1,7,7,54.98,55.85
199108,1,7,4,51,51.88
199109,1,7,4,62.49,65.77
199110,1,5,1,35.65,-8
199111,2,7,2,64.31,57.8
199112,2,7,3,46.1,49.57
199113,2,7,3,52.98,48.34
199114,2,7,2,43.22,40.35
199115,2,7,6,48.96,-8
199116,2,7,4,66.19,40.66
199117,1,2,1,59.22,63.33
199118,1,7,2,42.18,34.79
199119,1,7,3,48.89,46.2
199121,1,7,6,59.75,-8
199122,1,7,3,44.71,47.74
199123,1,7,8,55.56,40.37
199124,2,7,3,54.11,55.24
199125,2,3,6,53.29,53.67
199126,2,7,4,52.76,53.08
199127,1,7,4,70.51,69.94
199128,-4,-4,-4,39.94,34.39
199129,1,7,1,51.27,-8
199130,-4,-4,-4,47.69,47.07
199202,1,3,6,58.05,56.55
199203,2,7,6,58.48,63.75
199205,2,7,3,51,54.27
199206,1,6,6,39.18,46.65
199207,1,2,2,77.19,66.59
199208,2,2,6,55.48,59.84
199209,2,2,5,54.55,57.97
199211,1,2,4,43.51,43.94
199212,1,2,6,42.19,-8
199213,1,2,5,70.27,71.85
199214,2,2,2,55.89,53.39
199215,2,2,6,61.93,-8
199217,2,2,5,63.1,62.02
199218,2,2,3,51.68,51.01
199220,1,7,3,64.23,56.92
199221,2,2,5,38.39,33.86
199222,2,7,6,61.07,53.44
199223,2,7,2,59.95,51.6
199224,1,-8,-9,-8,53.05
199225,1,4,3,51.56,51.5
199226,2,2,7,61.41,65.09
199227,2,7,2,61.88,65.36
199228,1,5,7,74.29,69.97
199229,2,7,6,54.38,46.53
199230,2,2,3,59.68,63.61
199231,1,7,7,68.19,69.57
199261,-8,-8,-8,-8,34.86
200101,2,2,2,57.54,52.77
200102,2,2,1,41.69,-8
200103,2,2,3,68.67,71.76
200104,1,-8,-9,-8,38.42
200105,2,-8,1,-8,-8
200106,1,7,2,57.25,54.39
200107,1,4,4,47.89,47.88
200108,2,-8,-9,-8,49.23
200109,1,2,4,53.11,41.03
200110,2,2,4,65.35,65.9
200112,1,7,5,60.77,58.61
200114,2,2,1,64.28,58.19
200115,2,2,3,60.9,62.6
200116,1,2,7,52.11,55.56
200117,2,2,1,50.94,45.12
200118,1,7,6,39.49,31.03
200119,2,-8,4,-8,47.79
200120,1,5,2,63.64,63.94
200121,2,5,5,68.2,70.52
200122,2,7,7,67.05,64.67
200123,1,2,4,66.01,59.58
200124,2,3,7,52.7,51.57
200125,2,7,7,67.03,55.26
200126,1,7,7,52,48.45
200127,1,2,2,59.9,58.15
200128,1,7,6,49.73,39.43
200129,1,6,3,44.95,-8
200131,1,-8,5,-8,61.02
200132,1,-8,-9,-8,-8
200133,2,2,1,58.85,50.38
200134,2,2,1,61.15,65.47
200201,1,3,2,34.58,-8
200202,2,6,2,49.07,53.25
200203,1,7,2,56.96,48.34
200204,2,6,4,38.91,38.91
200205,1,-8,4,-8,23.6
200207,2,7,3,44.81,41.03
200208,2,7,5,38.49,-8
200209,1,7,2,51.35,42.94
200211,2,7,2,44.73,39.45
201101,1,7,1,29.52,26.36
201102,1,6,2,45.01,44.08
201103,2,3,2,37.14,32.93
201104,1,7,4,58.07,53.81
201105,2,7,2,54.18,57.68
201106,2,7,2,46.66,49.31
201107,2,7,5,54.99,-8
201108,1,7,3,43.82,45.63
201109,1,7,4,56.69,59.7
201110,1,7,2,54.14,51.25
201111,1,7,2,68.18,59.36
201113,1,4,3,49.48,55.96
201114,1,7,7,49.85,50.05
201115,2,5,8,36.38,35.97
201116,1,7,2,35.29,38.37
201117,1,7,4,56.2,52.83
201119,2,7,1,42.36,42.05
201120,2,7,2,38.72,34.4
201121,2,3,4,47.94,52.29
201123,2,7,2,42.64,39.3
201125,2,3,1,39.62,-8
201126,1,7,6,61.95,63.76
201201,2,3,2,39.28,42.89
201202,2,-8,-9,-8,59.03
201203,2,7,1,45.57,-8
201204,1,3,1,56.48,52.43
201205,2,3,4,46.65,43.25
201206,2,7,2,44.36,49.03
201207,2,7,2,34.25,36
201208,2,7,3,59.3,59.32
201209,2,3,4,37.8,-8
201210,1,7,2,41.01,42.06
201212,2,7,2,31.48,-8
201213,2,7,2,51.26,42.73
201214,1,3,2,36.91,31.65
201215,2,3,4,37.1,-8
201216,2,7,5,40.53,40.57
201218,1,3,3,40.15,37.33
201219,2,3,2,45.46,61.24
201220,2,3,4,47.7,47.53
201221,1,7,4,35.89,37.07
201222,2,7,2,39.42,35.73
201223,1,3,3,28.86,37.93
201224,1,2,6,49.1,45.91
202101,1,7,6,63.06,57.3
202102,1,7,3,52.88,54.79
202103,1,7,2,52.31,52.38
202105,1,7,3,40.39,35.96
202106,1,7,6,54.11,52.24
202107,1,7,3,40.09,40.97
202108,1,7,5,59.41,61.31
202109,1,7,6,61.77,64.14
202110,2,3,4,49.49,49.74
202111,2,7,2,51.3,47.8
202112,2,7,7,64.78,61.35
202113,2,2,5,46.97,43.08
202116,1,7,3,55.5,45.7
202117,1,7,6,53.59,53.66
202119,2,7,2,66.72,61.19
202120,2,3,3,46.57,45.24
202122,1,2,5,50.89,54.4
202123,2,7,5,61.22,60.49
202127,1,3,1,33.63,32.85
202202,1,5,1,32.88,35.87
202203,1,3,5,53,46.26
202204,1,3,6,48.87,-8
202206,2,3,2,42.69,45.54
202211,1,3,3,44.29,43.8
202213,2,3,4,25.89,32.2
202214,1,3,1,38.99,43.51
202215,2,3,6,53,48.78
202223,2,3,3,43.36,40.03
202225,2,3,1,49.59,-8
202227,1,3,2,48.74,49.7
203101,1,3,2,40.23,-8
203102,2,3,4,54.17,49.41
203103,-4,-4,-4,52.17,-8
203104,2,3,5,44.49,42.76
203105,-4,-4,-4,39.09,-8
203106,-4,-4,-4,57.49,46.28
203107,1,3,4,53.47,48.79
203108,-4,-4,-4,37.39,34.21
203109,1,3,5,53.7,48.17
203112,2,6,2,39.19,38.85
203113,2,3,2,43.25,39.34
203115,-4,-4,-4,56.04,59.13
203116,-4,-4,-4,40.18,-8
203117,1,6,7,58.13,43.95
203118,1,3,6,55.04,51.28
203119,-4,-4,-4,48.41,-8
203120,1,3,6,48.73,44.93
203202,1,3,2,42.38,45.76
203203,2,3,2,26.7,28.98
203208,2,3,2,42.45,41.72
203211,1,3,3,42.86,41.52
203217,2,3,2,52.27,46.04
203221,1,3,3,40.02,40.61
203223,1,3,4,41.3,-8
203224,-4,-4,-4,40.3,36.92
203227,1,3,2,54.01,52.85
203231,1,3,2,47.35,53.49
203232,1,3,2,51.41,46.14
204101,1,3,6,41.14,38.36
204102,1,3,4,41.09,39.42
204103,2,3,4,50.45,60.5
204104,2,3,2,68.22,62.88
204105,1,2,2,51.61,-8
204106,1,3,2,57.82,-8
204111,2,6,4,50.77,51.54
204112,2,3,6,46.59,46.27
204113,2,3,2,40.78,38.81
204114,1,3,6,44.48,37.27
204115,1,3,7,38.4,-8
204118,2,3,1,36.26,-8
204119,-4,-4,-4,52.29,52.13
204120,1,3,1,47.52,50.42
204201,1,2,2,67.26,70.71
204202,1,3,3,47.41,52.79
204203,1,3,2,55.26,57.33
204205,1,3,3,29.84,-8
204206,2,5,2,42.99,30.15
204207,1,3,1,48.61,45.24
204208,1,3,5,45.14,35.94
204209,1,4,1,34.59,37.75
204210,1,7,4,63.46,60.47
204211,2,3,2,41.76,36.14
204212,1,7,4,47.18,39.82
204213,1,7,2,53.79,55.13
204214,2,7,2,49.84,55.02
204215,1,3,2,59.7,54.38
204217,1,3,1,54.39,49.27
204218,1,3,4,49.85,46.81
204219,2,7,3,36.47,33.52
204220,1,3,2,24.38,-8
204221,1,7,2,41.14,35.37
204222,1,3,2,50,48.81
204223,2,3,3,38.44,35.61
204224,1,3,3,37.69,35.17
204225,2,3,4,44.78,40.46
204226,1,3,2,39.9,-8
204227,1,3,2,40.29,37.82
204228,1,3,2,44.56,39.5
204229,1,4,1,35.23,34.08
204230,1,3,1,28.6,-8
204231,2,3,5,41.89,40.73
204232,2,3,2,36.96,34.75
204234,2,3,3,37.44,-8
204235,1,3,1,39.48,41.54
205102,2,3,3,48.92,48.44
205103,2,3,7,56.96,56.78
205104,1,7,6,63.46,66.43
205105,2,7,6,59.32,64.16
205106,1,7,2,47.55,-8
205107,2,7,4,57.37,56.03
205108,1,7,7,46.06,38.21
205109,-4,-4,-4,67.54,68.16
205110,1,3,1,44.19,-8
205113,2,5,3,27.08,-8
205116,1,7,7,66.49,71.47
205118,2,2,7,31.06,31.72
205119,2,7,1,55.68,59.02
205120,1,7,7,60.79,61.72
205121,2,7,5,55.25,55.13
205122,1,7,6,80.2,71.3
205124,2,3,3,49.37,50.62
205125,2,5,5,45.23,43.96
205202,1,3,3,54.58,52.28
205204,-4,-4,-4,52.65,49.45
205205,1,3,4,46.84,49.32
205206,2,3,5,52.79,51.38
205208,2,3,4,54.6,54.87
205209,2,3,6,42.07,34.94
205210,1,3,3,54.18,54.14
205211,-4,-4,-4,57.25,48.75
205212,1,3,6,47.3,45.81
205213,1,3,1,39.89,37.63
205216,2,3,4,53.09,53.13
205219,1,3,3,36.8,40.32
205221,-4,-4,-4,42.84,42.13
205222,-4,-4,-4,64.64,66.83
206101,2,7,3,32.75,33.48
206102,2,6,4,47.18,43.32
206104,2,7,2,39.01,35.76
206105,2,7,2,36.69,35.47
206106,2,3,4,44.39,34.09
206107,2,7,3,36.77,35.86
206108,1,6,5,55.79,56.37
206109,2,3,1,44.56,38.78
206110,1,2,1,48.02,56.88
206111,2,3,1,46.16,47.52
206112,-4,-4,-4,42.72,48.11
206113,2,7,2,47.52,49.49
206114,1,2,4,56.66,55.01
206115,2,3,2,49.65,48.47
206116,2,2,8,38.21,36.89
206117,1,3,2,32.77,34.4
206119,2,4,3,43.16,40.22
206120,2,3,6,35.65,35.11
206121,1,3,3,58.04,56.5
206123,2,6,4,40.67,-8
206124,2,7,6,46.43,-8
206125,2,7,2,56.63,56.84
206126,2,4,6,34.01,36.98
206127,2,7,4,49.33,-8
206128,1,7,5,63.58,64.69
206129,2,3,3,46.72,40.01
206130,2,4,5,50.62,48.87
206131,1,7,2,42.36,40.24
206132,2,7,1,46.45,49.54
206133,1,7,5,38.96,38.83
206202,2,2,8,61.27,63.79
206203,1,3,6,61.43,60.3
206205,2,7,6,62.27,64.93
206206,1,7,7,47.28,-8
206207,1,7,4,68.1,68.43
206209,2,2,6,59.87,59.5
206210,2,6,5,60.89,56.24
206211,1,5,6,51.04,51.34
206212,1,7,3,46.02,46.29
206213,2,7,7,68.21,58.77
206214,2,3,2,42.71,-8
206216,1,4,1,35.02,36.6
206217,2,7,6,64.43,63.48
206218,2,7,2,51.62,54.55
206220,1,7,4,54.34,49.33
206221,1,7,6,47.56,44.71
206222,1,7,7,63.68,68.56
206223,1,7,7,64.21,65.12
206224,1,3,6,49.15,-8
206225,1,7,6,72.36,72.58
206226,2,7,2,45.24,-8
206227,1,7,6,43.07,41.38
206228,2,7,6,52.29,43.8
206229,2,7,5,67.02,63.5
206230,1,7,6,53.94,61.4
206231,2,7,2,48.28,52.99
206233,2,7,6,58.5,56.02
207101,1,2,7,49.74,54.06
207104,-4,-4,-4,51.08,48.32
207105,-4,-4,-4,48.65,45.58
207106,-4,-4,-4,49.74,47.75
207108,1,2,2,74.57,65.4
207109,2,2,6,49.18,53.24
207110,1,7,3,55.97,-8
207111,1,2,2,50.57,-8
207113,1,3,2,47.98,49.17
207114,-4,-4,-4,55.07,54.42
207115,2,7,3,42.55,45.29
207116,1,6,3,53.84,56.66
207117,2,4,5,38,37.79
207118,1,2,7,43.62,-8
207119,2,4,5,46.6,46.48
207120,1,5,5,60.17,59.29
207122,2,4,2,54.09,49.3
207123,2,5,2,41.78,37.17
207161,-8,-8,-8,-8,39.56
207201,2,2,2,63.99,64.78
207203,-4,-4,-4,55.68,-8
207204,1,2,2,54.15,68.71
207205,1,7,5,50.57,66.13
207208,1,7,8,68.98,67.14
207210,1,7,2,43.98,37.75
207211,2,7,6,55.11,56.45
207212,1,7,7,61.11,61.38
207213,1,7,8,55.08,54.73
207214,2,7,3,60.53,56.87
207215,-4,-4,-4,57.61,60.18
207216,2,1,6,49.29,45.65
207217,2,7,5,55.9,57.15
207218,2,7,7,68.78,65
207219,2,7,4,49.34,49.61
207220,2,7,3,46.23,47.34
207221,1,7,5,64.3,64.43
207222,2,2,4,72.67,71.77
208101,2,7,1,41.76,39.38
208102,1,7,7,74.47,66.12
208103,2,7,5,48.18,48.7
208104,1,7,2,44.97,-8
208105,2,7,2,58.23,53.58
208106,1,7,6,57.55,56.19
208107,1,7,3,59.84,62.8
208111,1,3,3,57.12,58.39
208112,2,7,2,52.51,49.68
208113,-4,-4,-4,43.09,47.88
208114,2,7,2,56.21,54.15
208115,2,7,3,39.38,39.93
208116,2,3,2,42.83,-8
208117,1,7,8,55.83,53.42
208118,2,7,3,51.19,48.08
208119,1,7,2,52.9,50.56
208120,1,3,2,33.72,-8
208122,1,7,2,49.78,-8
208201,1,2,1,50.89,47.96
208202,1,2,6,48.2,49.1
208203,2,6,5,60.95,58.26
208205,1,2,2,45.8,-8
208206,2,3,6,40.68,-8
208207,2,7,6,56.8,54.18
208208,2,3,4,33.91,36.93
208209,1,7,7,57.81,57.37
208210,1,7,5,46.24,45.92
208211,2,7,7,56.46,-8
208212,1,7,7,51.2,55.68
208213,1,7,1,50.58,54.86
208214,2,6,6,58.81,58.15
208216,2,3,4,55.83,49.98
208218,2,7,8,64.39,65.66
208219,2,7,4,58.57,57.06
208220,1,3,3,44.06,-8
208222,2,7,4,69.87,66.97
209101,2,3,2,42.45,34.64
209102,1,2,6,64.17,63.93
209103,1,7,2,33.64,-8
209104,2,7,1,39.38,39.73
209105,2,7,6,60.63,46.91
209106,2,5,6,65.49,62.09
209107,2,7,6,51.57,52.38
209108,1,3,2,41.77,-8
209109,2,7,4,55.92,56.65
209110,1,7,5,64,69.71
209111,2,7,2,46.29,50.54
209112,2,7,6,47.21,52.6
209113,2,7,5,67.83,62.8
209114,1,7,2,59.96,54.75
209161,-8,-8,-8,-8,56.57
209201,2,7,2,49.07,33.85
209202,1,7,2,43.32,-8
209203,2,3,2,43.76,38.8
209204,1,7,1,45.17,-8
209205,1,7,6,36.13,-8
209206,1,7,2,55.8,-8
209207,1,6,6,69.31,67.25
209208,1,7,4,74.74,65.05
209209,1,3,1,51.45,45.26
209210,2,7,2,50.11,46.21
209211,1,7,4,51,51.86
209212,1,7,2,59.87,55.49
209213,2,3,3,50.27,46.49
209214,1,3,2,28.45,29.85
209215,1,7,2,44,39.17
209216,2,7,2,57.68,47.84
209217,2,7,3,53.23,49.31
209218,2,7,2,52.44,49.69
209219,1,7,5,62.22,59.18
209220,2,4,4,36.52,-8
209221,2,7,2,30.53,44.9
209222,1,7,3,50.97,49.6
209223,1,7,2,51.17,-8
209224,1,7,2,41.97,-8
209225,2,7,4,55.63,51.94
210101,2,7,5,50.45,52.29
210102,2,7,2,52.03,59.39
210104,2,5,2,51.09,50.32
210105,1,7,2,41.4,-8
210106,1,7,2,54.17,52.27
210107,2,7,8,69.84,63.59
210108,2,7,2,46.03,46.42
210109,2,1,5,44.48,44.25
210110,1,3,8,50.38,44.08
210111,2,7,6,59.51,58.88
210112,2,7,4,56.96,49.17
210113,2,7,6,66.87,61.02
210114,2,6,5,52.13,49.89
210115,1,3,4,30.92,35.33
210116,1,7,4,57.33,53.97
210117,2,7,4,57.43,58.34
210118,1,7,6,68.38,68.44
210119,2,3,3,60.31,-8
210120,1,7,8,70.45,69.01
210121,1,7,2,47.88,45.81
210122,1,6,2,47.18,41.65
210123,1,3,3,41.62,40.05
210124,1,7,5,49.36,51.11
210125,2,3,2,39.38,42.84
210126,2,7,6,57.56,52.71
210127,2,7,2,43.84,-8
210161,-8,-8,-8,-8,54.13
210204,1,3,1,50.74,-8
210205,2,7,2,53.45,47.46
210206,1,7,4,52.03,53.27
210207,2,7,4,61.54,60.38
210208,2,7,3,61.81,56.55
210209,1,7,2,62,58.62
210210,1,7,2,52.35,53.57
210211,2,7,6,42.95,-8
210212,1,3,2,60.12,57.81
210213,1,7,1,45.25,-8
210214,2,7,1,47.51,44.17
210215,2,7,3,53.04,53.79
210216,1,7,7,63.06,64.18
210217,2,7,5,55.48,51.33
210218,2,7,6,48.52,49.99
211101,2,7,4,44.09,37.67
211103,1,7,3,60.95,-8
211104,1,3,4,47.85,45.12
211105,2,7,2,40.44,39.1
211106,2,3,2,44.91,40.22
211107,2,3,3,55.25,55.27
211109,2,6,2,42.17,38.92
211110,1,3,2,51.68,46.22
211112,2,7,4,53.93,49.91
211113,2,7,3,50.39,46.54
211114,1,7,2,54.32,51.85
211115,2,7,7,54.48,54.24
211116,1,7,1,50.23,42.74
211117,2,7,6,56.09,64.79
211118,2,3,7,49.79,46.58
211119,2,7,2,59.62,57.59
211120,1,7,1,29.03,-8
211121,1,7,4,69.77,65.3
211122,1,3,3,48.43,51.17
211123,2,7,5,51.89,51.52
211124,2,7,5,60.22,-8
211125,1,7,1,56.59,48.09
211126,2,7,5,52.81,49.35
211127,1,7,1,70.71,61.55
211128,1,7,2,67.43,68.8
211129,2,7,2,57.09,61.35
211130,1,3,2,50.79,27.65
211131,1,7,1,54.13,53.66
211202,2,7,6,51.73,46.17
211203,1,5,5,53.57,55.26
211204,1,7,2,66.57,67.83
211205,2,7,2,57.8,54.36
211206,1,7,2,69.94,71.28
211207,2,7,3,48.57,-8
211208,1,3,2,50.31,47.69
211209,1,7,4,64.21,64.52
211211,2,7,7,54.31,57.84
211213,1,7,6,63.73,63.83
211214,2,3,4,46.54,42.34
211215,2,3,3,41.18,34.2
211216,2,7,1,53.8,48.71
211217,2,7,5,63.52,58.26
211218,1,7,3,46.39,47.72
211219,2,2,7,41.21,45.91
211220,1,7,4,62.05,56.62
211221,1,3,2,53.4,53.49
211222,2,7,6,68.18,63.6
212101,1,4,5,66.62,63.34
212102,2,7,5,39.21,70.33
212103,2,7,6,63.66,44.05
212104,2,7,7,55.04,53.65
212105,2,7,5,54.38,54.91
212106,1,7,7,53.9,55.28
212107,2,2,4,54.53,48.99
212108,2,2,6,69.35,67.47
212109,1,7,5,43.3,41.66
212110,1,7,5,49.57,50.35
212111,1,7,6,63.81,62.75
212112,1,6,6,55.56,49.79
212113,1,7,6,51.54,57.45
212114,1,7,2,40.34,39.9
212116,1,3,6,42.85,-8
212203,2,7,7,48.83,47.91
212204,1,7,2,40.94,38.5
212205,1,7,4,29.89,40.94
212207,1,7,4,60.48,64.85
212208,1,1,6,47.29,47.05
212209,2,2,1,38.55,47.97
212210,1,-8,5,-8,54.06
212211,2,7,2,53.01,49.4
212212,2,7,5,53.56,57.24
212213,1,7,6,51.65,48.38
212214,2,3,3,38.98,39.69
212215,1,-8,4,-8,35.93
212216,2,7,5,56.89,53.99
212217,1,3,5,31.62,34.83
212218,1,3,5,44.98,-8
212219,1,5,5,48.91,53.12
212220,1,7,8,22.05,-8
212221,2,7,3,62.97,64.58
212222,1,7,4,47.18,-8
212223,1,7,3,48.35,44.47
212225,2,7,6,58.43,46.68
212226,2,7,3,49.29,49.49
212227,2,7,2,58.82,57.66
212228,1,3,2,45.38,41.67
212230,2,3,3,35.08,36.06
212231,2,7,2,55.01,60.12
212232,2,7,6,49.13,44.31
212233,1,7,5,33.57,-8
213101,2,7,2,53.07,43.47
213102,2,7,3,46.49,53.2
213103,2,7,2,54.98,54.25
213104,1,7,2,39.11,33.52
213105,2,7,2,49.26,49.25
213106,1,7,5,24.8,32.14
213107,2,7,2,52.55,46.12
213108,1,7,3,50.08,40.44
213109,2,7,4,44.22,36.85
213110,1,7,7,45.46,39.75
213111,2,7,2,35.95,33.55
213113,1,7,1,48.63,51.72
213114,2,7,1,52.36,49.96
213201,2,7,2,42.03,38.68
213203,2,7,4,56.25,50.29
213204,1,7,6,53.16,57.28
213205,2,7,6,52.55,37.9
213206,2,7,1,35.68,-8
213207,1,7,3,43.44,47.11
213208,1,7,4,50.33,-8
213209,1,7,6,58.32,60.71
213210,1,7,7,52.92,58.48
213211,1,6,2,48.6,47.69
213212,2,7,5,49.65,46.18
213213,2,7,2,56.35,52.09
213214,1,7,2,42.31,-8
213215,2,7,5,43.37,36.46
213216,2,7,2,50.82,46.39
213217,2,5,4,36.23,38.37
213218,2,7,1,51.46,50.68
213219,1,7,7,57.57,52.57
214101,2,7,2,54.1,54.96
214102,1,7,2,44.64,42.31
214104,-4,-4,-4,35.34,30.38
214105,1,5,6,26.6,26.29
214106,1,7,7,51.21,58.8
214107,1,7,1,41.53,29.18
214108,2,7,3,33.35,-8
214109,1,3,6,45.92,-8
214110,2,7,2,35.91,38.49
214111,1,7,5,41.22,44.42
214112,1,7,2,31.62,-8
214113,1,7,2,48.02,-8
214115,1,7,2,44.48,39.02
214116,2,7,4,37.76,35.95
214117,2,7,2,58.03,51.89
214118,1,7,2,53.1,52.19
214119,1,7,4,49.01,47.8
214121,1,7,2,41.8,38.72
214122,2,7,4,50.04,52.78
214123,2,7,6,62.58,63.47
214124,1,7,5,58.92,50.77
214201,1,7,6,34.75,36.23
214202,2,2,5,63.8,62.99
214203,2,7,7,51.82,50.96
214204,2,7,7,53.58,50.85
214207,-4,-4,-4,47.93,-8
214208,2,5,1,29.04,27.85
214210,2,3,2,41.24,32.36
214211,1,7,2,41.36,40.59
214212,1,7,5,49.67,51.37
214213,1,7,6,42.73,38.13
214214,2,7,2,53.73,49
214215,2,6,2,57.29,-8
214217,1,7,3,55.79,61.2
214218,1,7,7,48.87,50.13
214219,1,3,4,46.1,47.25
214220,1,7,5,47.42,47.89
214222,1,7,6,64.45,61.26
214223,1,7,2,56.91,-8
214224,2,3,2,50.59,53.57
214225,1,7,3,33.86,30.52
214226,1,6,7,63.43,-8
214227,1,7,6,46.08,51.04
215101,2,3,1,43.09,-8
215102,2,2,1,35.4,31.99
215103,2,6,3,49,45.02
215105,1,7,3,52.35,47.92
215106,2,7,2,53.03,48.53
215107,1,7,3,45.01,39.28
215108,2,3,2,56.01,47.87
215109,2,7,2,57,54.36
215110,1,6,2,58.09,61.6
215111,1,7,4,50.46,48.58
215112,2,7,6,58.74,63.24
