"STU_ID","BYSEX","BYRACE","BYMOTHED","BYTXMSTD","F1TXMSTD"
309217,1,3,1,29.67,-8
309219,1,7,4,45.88,-8
309220,2,3,2,40.15,38.31
309221,1,5,6,37.61,-8
309223,2,6,1,40.59,-8
309224,2,7,3,44.94,45.51
309225,2,3,1,26.03,34.19
309226,2,3,5,52.02,47.76
309227,2,5,2,27.87,30.33
309229,1,7,6,45.11,-8
309230,2,3,2,38.92,40.05
309261,-8,-8,-8,-8,52.03
309262,-8,-8,-8,-8,34.09
310101,1,7,6,41.88,35.33
310102,1,7,5,57.84,44.17
310103,1,5,1,37.46,47.34
310104,1,3,6,52.7,51.4
310105,1,7,4,63.67,67.5
310106,1,7,6,42.04,47.39
310107,1,7,2,53.76,49.93
310108,2,7,3,45.25,44.53
310109,2,7,2,57.92,50.47
310110,1,7,2,59.6,56.04
310111,2,2,6,56.59,59.5
310112,1,7,4,57.74,42.26
310113,1,5,4,44.62,-8
310161,-8,-8,-8,-8,20.23
310202,2,7,4,45.11,49.24
310203,-4,-4,-4,52.05,-8
310204,1,2,5,74.87,71.39
310205,1,4,5,38.94,40.42
310207,2,7,3,52.01,48.94
310208,2,7,5,45.17,43.27
310209,2,7,2,42.74,-8
310210,2,7,7,57.96,58.49
310211,1,7,3,30.35,58.93
310212,2,7,3,61.15,62.04
310213,2,4,1,51.59,48.18
310215,1,7,4,49.49,-8
310216,2,3,1,43.96,38.05
310217,1,7,3,60.98,-8
310218,2,3,1,35.58,-8
310220,1,7,3,60.82,57.83
310221,2,6,4,43.77,44.02
310261,-8,-8,-8,-8,41.05
311101,1,7,1,57.6,62.07
311102,1,3,4,44.07,47.62
311103,2,3,4,28.23,-8
311104,2,5,1,33.66,-8
311105,1,4,1,36.74,-8
311106,2,7,8,39.27,-8
311107,2,7,6,46.27,44.9
311108,2,7,2,44.11,43.05
311109,1,3,4,31.81,31.74
311110,1,5,6,37.26,35
311112,2,3,4,34.8,38.26
311113,2,7,5,51.8,51.83
311115,1,3,3,40.55,36.24
311116,1,5,2,50.17,29.88
311117,1,7,5,50.97,53.09
311118,1,5,2,37.04,38.93
311120,1,2,1,48.1,53.73
311121,2,3,2,41.99,34.46
311122,2,3,3,34.94,35.42
311123,2,4,1,34.83,-8
311124,1,7,7,59.81,60.41
311125,1,4,1,55.26,60.36
311127,2,3,3,46.32,43.72
311128,1,7,4,61.99,64.88
311129,1,3,2,34.37,-8
311130,1,3,2,37.51,30.14
311131,2,3,1,45.82,-8
311202,2,3,1,32.71,-8
311203,1,3,2,46.37,-8
311204,1,7,7,60.96,58.56
311206,1,3,5,33.26,-8
311207,1,2,6,52.83,58.44
311208,1,3,5,48.55,45
311209,1,3,8,30.61,37.12
311210,1,3,2,27.48,-8
311212,1,7,2,44.92,40.95
311213,2,4,1,48.1,42.9
311214,2,3,1,39.44,37.89
311215,2,2,3,63.57,60.93
311216,2,3,3,59.24,60.64
311217,1,3,2,45.78,-8
311218,1,5,4,73,64.61
311220,2,3,4,50.6,47.34
312101,1,2,6,42.65,45.8
312102,2,-8,1,-8,-8
312103,-4,-4,-4,49.87,49.31
312104,1,3,3,48.71,-8
312105,1,7,5,46.9,-8
312107,2,7,2,35.65,-8
312108,2,7,1,35.05,-8
312109,1,3,4,45.17,43.58
312110,2,4,6,59.52,58.29
312111,1,7,2,59.19,60.66
312112,2,7,3,58.84,55.04
312113,2,3,2,30.41,32.21
312115,2,2,2,51.99,47.81
312116,2,7,4,56.08,-8
312117,1,-8,3,-8,-8
312118,1,3,6,49.96,43.78
312119,2,7,1,50.7,-8
312120,1,3,2,52.87,-8
312201,-4,-4,-4,50.11,51.99
312204,2,7,8,75.62,69.21
312207,1,-8,2,-8,-8
312213,2,7,6,55.86,57.35
312214,1,7,6,66.16,64.55
312215,1,7,7,62.43,59.71
312261,-8,-8,-8,-8,43.63
312263,-8,-8,-8,-8,47.97
313101,2,7,2,52.71,48.37
313102,2,7,2,63.62,55.56
313103,1,7,2,41.76,-8
313104,1,7,3,45.89,44.39
313105,1,7,3,39.42,41.86
313106,1,7,3,55.92,52.71
313107,1,7,2,56.1,53.29
313109,2,7,2,44.72,41.22
313110,1,6,2,45.13,-8
313111,2,7,4,52.54,46.4
313112,2,6,5,44.78,48.41
313113,1,7,2,46.24,56.39
313114,1,7,3,50.28,48.63
313115,2,7,2,44.5,-8
313116,1,7,6,52.25,51.08
313201,1,5,2,39.04,33.64
313202,-4,-4,-4,38.73,35.16
313203,2,4,1,51.29,47.63
313204,-4,-4,-4,47.08,43.07
313205,2,5,1,48.24,42.06
313206,1,5,1,56.35,49.14
313207,1,4,4,59.03,-8
313208,2,3,6,49.4,50.7
313209,2,4,1,39.46,42.31
313210,2,5,1,46.37,43.33
313211,1,4,1,45.35,42.58
313212,1,5,2,39.18,-8
313213,2,4,1,39.43,38.58
313215,-4,-4,-4,42.24,42.76
314101,1,7,3,57.98,55.56
314103,1,7,6,54.4,-8
314104,2,3,1,43.04,43.93
314105,2,3,1,46,48.13
314106,2,7,5,54.65,54.18
314107,2,7,2,58.58,55.5
314108,1,7,2,37.46,-8
314109,2,7,2,46.2,-8
314111,2,7,4,59.58,66.42
314112,1,3,4,48.84,52.35
314113,1,7,1,66.36,66.77
314114,2,2,2,34.13,36.58
314115,1,3,2,52.68,-8
314116,1,3,1,34.34,-8
314117,2,7,6,56.91,52.83
314118,1,7,3,54.09,53.5
314119,2,7,7,56.23,55.94
314120,2,7,6,53.83,-8
314122,1,3,1,38.83,-8
314123,2,7,2,63.8,62.1
314124,2,7,2,57.06,52.55
314125,1,-8,-9,-8,-8
314126,1,6,1,63.09,-8
314127,2,3,2,49.72,-8
314129,2,3,2,27.34,35.35
314130,1,7,2,39.46,36.32
314132,1,2,5,63.94,-8
314203,2,7,2,46.45,45.79
314205,1,7,6,62.85,61.18
314206,1,7,5,45.32,43.78
314207,1,7,4,38.07,-8
314208,1,7,2,50.41,40.92
314210,1,7,5,64.05,66.65
314211,2,7,3,44.76,42.02
314215,2,7,2,47.66,-8
314216,2,7,3,49.98,46.21
314217,1,7,1,54.41,46.92
314218,2,2,6,48.73,52.06
314221,1,3,5,34.5,30.44
314223,-4,-4,-4,40.42,-8
314225,2,7,3,35.7,-8
314261,-8,-8,-8,-8,61.24
314262,-8,-8,-8,-8,59.37
315101,2,3,6,56.29,53.32
315102,2,5,1,51.13,48.37
315103,2,7,4,41.71,45.25
315106,1,7,2,52.5,47.88
315107,2,2,1,51.64,51.43
315108,1,3,6,57.58,54.06
315109,2,7,7,64.54,67.4
315110,1,2,6,31.76,33.79
315111,1,-8,2,-8,-8
315112,2,6,1,28.51,-8
315113,2,3,4,44.13,39.42
315114,1,7,2,29.95,25.76
315115,1,3,4,43.65,44.05
315116,1,3,2,42.94,37.14
315117,1,7,1,58.13,56.16
315118,2,7,2,54.1,55.76
315119,2,3,3,34.81,32.72
315120,1,7,6,43.7,39.88
315121,2,7,4,51.68,46.11
315202,1,7,6,34.77,-8
315203,2,3,8,43.89,39.81
315204,1,3,2,48.8,43.43
315205,1,7,7,53.61,49.63
315206,1,7,6,57.92,42.78
315207,-4,-4,-4,48.65,-8
315208,2,3,5,27.96,35.76
315209,1,7,4,56.39,57.42
315210,1,7,3,55.38,-8
315212,1,6,6,57.16,53.36
315213,1,7,3,63.58,67.3
315214,2,6,5,41.03,46.43
315215,1,7,6,29.4,-8
315216,1,7,4,57.41,54.24
315217,2,7,3,58.97,60.24
315218,2,7,3,31.77,-8
315219,1,6,3,46.67,-8
315220,2,5,1,62.87,-8
315221,1,3,3,43.4,45.42
315223,1,7,1,46.78,-8
315225,1,6,2,48.93,49.35
315226,1,7,6,48.98,48.44
316101,1,7,2,60.99,61.82
316102,2,7,3,55.49,-8
316103,2,7,3,36.93,35.55
316104,1,6,2,58.73,-8
316105,2,7,4,40.45,-8
316106,2,3,2,62.4,59.38
316107,1,7,3,49.76,-8
316108,1,7,6,55.71,53.78
316109,2,5,2,47.24,-8
316110,2,7,3,54.33,52.3
316111,2,7,7,58.14,-8
316112,2,2,5,60.15,57.99
316113,1,7,3,54.15,50.45
316114,1,7,6,56.51,-8
316115,1,7,5,56.47,54.42
316116,1,7,2,41.92,41.69
316117,2,7,2,61.43,-8
316118,1,7,2,52.94,47.42
316119,1,7,2,43.04,43.08
316120,2,2,2,60.08,-8
316121,1,7,3,34.35,-8
316123,1,7,3,53.17,51.13
316202,1,7,6,54.22,52.79
316203,1,3,2,43.67,-8
316204,2,7,2,62.91,55.76
316205,1,7,2,51.82,-8
316206,2,4,5,46.64,47.26
316208,2,7,2,48.29,47.34
316209,-4,-4,-4,49.26,-8
316210,1,5,1,58.14,56.51
316211,-4,-4,-4,47.2,-8
316212,2,4,1,31.03,-8
316213,1,3,1,25.59,-8
316214,2,4,3,52.22,48.45
316215,2,4,1,51.33,-8
316216,2,7,4,62.2,-8
316219,2,2,1,52.37,-8
316220,1,7,1,24.98,27.33
316221,2,7,2,38.88,-8
316223,1,3,2,49.61,49.49
316224,2,3,1,43.24,38.06
316225,2,3,1,36.24,31.98
316262,-8,-8,-8,-8,33.57
317101,1,7,8,59.27,53.54
317102,2,7,3,51.79,47.29
317103,2,3,1,45.47,-8
317104,1,3,5,50.99,49.95
317105,1,7,7,62.21,61.21
317108,1,3,8,47.1,46.93
317110,1,5,5,43.72,26.97
317111,1,3,5,63,61.89
317114,2,7,2,51.97,51.25
317115,1,7,3,47.16,45.86
317116,2,7,1,54.27,-8
317117,2,5,6,52.53,-8
317118,1,5,4,56.11,56.91
317161,-8,-8,-8,-8,30.35
317201,2,7,5,62.32,59.1
317202,1,7,5,66.8,71.19
317203,2,7,6,53.77,-8
317204,2,6,2,55.75,42.76
317206,2,7,3,67.97,66.27
317207,2,7,6,54.9,52.73
317208,1,7,2,46.74,46.28
317209,1,7,2,49.16,57.32
317210,1,7,4,64.8,61.15
317212,1,6,2,60.01,58.99
317213,2,7,4,55.47,44.65
317214,1,7,5,64.42,60.25
317216,1,7,7,41.31,39.42
317217,2,6,5,52.51,51.49
317218,1,7,3,60.2,50.95
317219,2,7,6,54.9,47.81
317220,1,7,3,59.99,61.17
317221,2,7,6,62.97,59.93
317222,2,7,6,65.19,66.27
317223,1,7,2,40.65,-8
317224,1,7,6,72.15,70
317225,1,4,5,58.33,55.02
317226,2,7,4,59.77,62.33
317228,1,7,5,52.38,45.16
318107,2,3,2,54.41,52.28
318108,1,7,6,67.24,69.03
318109,2,7,4,57.96,56.3
318110,1,7,3,53.92,61.24
318111,1,7,4,24.37,32.14
318113,1,7,5,61.46,63.85
318114,2,7,6,44,40.64
318115,1,7,7,60.7,52.92
318116,2,4,5,50.67,50.57
318117,2,3,6,50.15,51.39
318119,1,6,5,59.32,61.83
318120,1,7,2,45.18,44.09
318123,2,2,4,61.28,61.58
318124,1,7,6,62.25,65.81
318127,2,7,3,57.18,42.09
318128,2,6,3,58.19,57.57
318129,2,7,6,63.33,61.43
318131,2,6,2,62.33,70.63
318132,2,7,2,51.32,49.72
318134,1,7,7,63.76,65.42
318161,-8,-8,-8,-8,45.32
318201,2,7,6,62.13,63.74
318203,1,4,3,43.3,-8
318205,2,6,2,42.16,-8
318206,1,7,2,62.66,63.21
318207,1,4,5,32.69,-8
318208,2,3,6,45.96,44.09
318209,1,7,8,60.15,-8
318210,2,2,4,60.29,63.8
318211,2,5,7,65.87,64.59
318212,1,4,5,44.75,42.8
318213,1,2,2,57.43,57.8
318214,2,3,3,37.97,36.13
318215,2,5,8,40.34,-8
318216,1,7,3,65.89,59.89
318217,1,4,1,24.78,30.17
318218,2,4,2,40.33,37.93
318262,-8,-8,-8,-8,-8
319101,1,7,2,53.46,59.18
319102,2,7,6,54.75,57.85
319103,1,7,2,24.06,38.45
319105,1,7,5,47.59,44.33
319106,2,7,2,58.25,66.74
319107,2,7,1,59.8,55.52
319108,1,3,1,48.23,35.65
319109,2,7,5,43.68,-8
319201,1,5,4,58.45,54.77
319202,1,3,1,44.12,41.9
319203,1,7,6,57.52,61.12
319204,1,4,7,52.25,49.37
319206,2,3,2,53.82,50.53
319207,2,7,7,69.03,66.48
319208,2,6,3,48.51,-8
319210,2,1,4,51.62,49.78
319211,2,7,3,54.66,52.53
319213,2,7,6,58.25,50.41
319214,1,3,3,35.33,34.76
319217,1,6,2,32.35,25.53
319218,1,2,8,56.5,57.18
319219,2,3,3,43.08,40.22
319220,1,5,3,51.22,53.8
319222,1,7,3,60.75,58.3
319223,2,4,5,49.57,-8
320102,2,3,1,39.8,-8
320104,1,3,6,34.63,29.61
320105,2,3,6,45.02,41.33
320106,2,3,4,45.48,47.15
320107,1,6,1,72.33,67.2
320108,2,7,3,65.45,65.97
320109,2,7,3,56.83,51.68
320110,2,7,3,57.08,54.8
320111,2,7,2,44.13,47.81
320112,1,4,1,40.93,-8
320201,2,7,3,60.39,57.23
320204,2,3,5,64.84,56.94
320206,2,5,5,52.73,55.47
320207,2,5,6,42.68,-8
320209,2,3,5,46.5,46.12
320210,1,5,3,33.14,47.26
320211,2,7,6,50.2,37.23
320212,2,5,4,50.33,63.92
320213,2,7,4,49.21,45.54
320214,2,7,7,70.24,65.02
320215,1,7,7,56.08,59.32
320216,2,5,3,54.36,56.83
320217,2,7,3,54.12,53.13
320218,1,7,6,53.16,61.29
320219,1,5,5,48.95,45.41
320221,2,7,3,57.92,45.72
320222,1,7,2,51.38,-8
320224,2,5,6,36.99,-8
320225,2,4,6,61.44,68.15
320226,1,7,3,57.97,46.72
320227,2,7,8,60.35,61.49
320228,1,2,1,41.69,45.01
320229,2,5,5,36.58,47.26
320231,1,7,3,49.22,47.74
320232,2,7,3,56.75,52.62
320233,1,4,4,49.64,-8
320234,1,5,4,38.56,42.55
321101,2,7,6,46.22,-8
321102,1,7,2,23.77,-8
321103,1,7,1,47.69,-8
321104,1,7,6,78.45,74.97
321105,2,7,4,48.43,-8
321106,1,7,3,61.66,59.64
321107,2,2,4,41.39,37.7
321109,1,3,6,48.25,45.26
321110,2,7,2,46.16,48.67
321111,1,7,7,48.01,47.42
321112,2,7,3,50,44.32
321201,1,7,2,33.59,-8
321202,2,7,6,63.31,62.44
321203,1,5,2,31.64,-8
321204,2,7,4,51.21,52.05
321205,1,7,2,42.06,35.38
321206,1,7,2,47.57,40.93
321207,1,7,2,39.95,-8
321208,1,7,2,54.4,-8
321209,2,2,2,56.81,57.8
321210,1,3,3,42.69,28.62
321211,2,7,3,54.51,57.46
321212,2,7,7,54.8,49.51
321213,2,7,8,59.87,60.7
322101,2,4,1,32,33.53
322102,-4,-4,-4,53.13,52.94
322103,-4,-4,-4,57.98,55.81
322104,-4,-4,-4,44.54,-8
322105,-4,-4,-4,45.14,51.54
322107,2,4,3,46.85,43.94
322112,-4,-4,-4,47.57,48.56
322114,-4,-4,-4,44.42,43.11
322115,-4,-4,-4,60.88,57.44
322116,2,5,6,46.44,61.24
322117,2,7,3,56.38,46.56
322118,-4,-4,-4,46.84,-8
322119,2,5,2,34.97,38.09
322120,-4,-4,-4,47.44,43.19
322121,2,5,6,34.26,28.36
322201,2,3,2,45.43,-8
322202,-4,-4,-4,50.71,53.57
322203,2,4,2,49.05,49.92
322204,-4,-4,-4,52.77,55.1
322206,1,2,1,76.65,73.45
322207,1,3,3,31.98,46.44
322208,2,3,2,53.86,47.02
322215,1,5,4,62.62,59.71
322216,2,3,6,47.88,42.64
322217,1,5,6,58.35,35.54
322218,2,4,4,32.47,29.5
322219,1,5,3,55.2,40.29
322220,-4,-4,-4,36.3,34.12
322221,-4,-4,-4,51.92,52.71
322222,1,7,6,55.62,66.02
322223,1,4,1,46.97,-8
322224,1,7,3,48.07,48.43
322225,2,7,6,48.86,38.98
322226,-4,-4,-4,59.43,63.11
322227,1,4,3,55.6,-8
322232,-4,-4,-4,58.83,58.28
322233,2,5,4,39.04,42.41
322234,1,3,6,56.94,40.34
322261,-8,-8,-8,-8,44.96
322262,-8,-8,-8,-8,44.88
323102,2,5,6,50.33,60.92
323103,2,4,5,47.04,43.71
323104,1,5,2,50.66,74.97
323105,2,5,6,59.74,60.36
323106,-4,-4,-4,45.99,-8
323107,1,4,6,56.45,51.08
323108,1,2,4,83.56,-8
323109,1,5,1,56.63,54.33
323110,2,5,5,56.52,-8
323111,1,4,5,36.83,37.04
323112,-4,-4,-4,53.13,-8
323114,1,4,2,44.25,38.97
323115,-4,-4,-4,56.52,-8
323201,1,5,1,45.12,44.01
323203,-4,-4,-4,46.35,45.76
323204,2,4,1,35.65,38.02
323205,2,5,5,42.8,40.27
323206,-4,-4,-4,53.38,-8
323207,2,5,6,36.32,-8
323208,1,5,2,35.21,-8
323210,-4,-4,-4,45.39,-8
323211,-4,-4,-4,42,41.25
323214,2,4,1,44.52,42.78
323219,2,5,3,37.95,42.13
323220,-4,-4,-4,58.1,61.42
323221,2,5,3,43.52,39.65
323222,-4,-4,-4,49.14,49.07
324101,2,6,5,58.62,49.11
324102,1,-8,2,-8,33.59
324103,2,7,3,45.83,50.91
324104,2,5,2,51.28,46.31
324105,1,7,6,57.25,57.59
324107,1,-8,3,-8,56.78
324108,2,7,2,59.15,53.89
324109,1,7,5,62.24,63.14
324110,1,7,2,63.3,61.57
324111,1,7,4,47.68,55.21
324112,2,7,2,47.18,44.51
324113,2,5,3,49.2,42.45
324114,1,3,1,46.28,-8
324115,1,7,2,43.15,-8
324116,1,7,2,44.53,41.6
324117,1,7,1,44.02,38.64
324118,2,3,2,34.84,31.26
324119,1,6,2,30.95,30.86
324120,2,3,1,31.12,-8
324201,1,5,1,26.74,27.21
324202,1,7,3,44.2,-8
324203,2,4,1,41.23,45.37
324204,2,7,4,53,48.18
324205,2,7,6,49.29,-8
324207,2,7,5,51.87,45.87
324209,1,2,7,39.3,40.45
324211,1,7,3,40.66,39.64
324212,2,7,7,47.46,45.47
324213,1,5,4,37.28,34.78
324214,1,7,5,52.74,51.46
324215,1,7,1,49.53,49.35
324216,2,7,8,52.9,57.4
324217,1,7,3,52.81,48.36
324218,1,7,1,28.69,29.23
324219,2,7,2,33.45,42.91
324220,1,7,5,33.88,31.31
324221,1,7,1,42.27,36.38
324222,2,7,2,53.31,47.16
324223,2,7,3,53.46,-8
324224,2,3,2,44.07,-8
324225,2,7,2,59.79,58.26
324226,1,7,3,66.04,59.4
324301,2,3,5,41.16,37.06
324302,1,3,4,60.84,60.04
324303,1,7,4,48.5,52.5
324304,2,5,2,54.03,44.64
324305,1,5,5,37.83,39.56
324306,1,7,2,38.92,43.16
324307,2,4,3,49.14,38.71
324308,2,4,1,45.86,44.64
324309,1,5,2,37.22,31
324310,2,4,4,41.99,39.36
325102,1,5,1,30.52,27.55
325103,2,3,3,42.61,42.48
325104,1,6,1,30.53,-8
325105,2,5,1,29.41,-8
325107,2,2,3,56.92,-8
325108,2,3,6,45.04,41.32
325109,2,6,3,45.77,47.57
325110,1,3,5,46.81,46.26
325111,2,3,1,39.62,39.21
325112,1,5,1,39.62,-8
325113,2,3,2,48.76,-8
325114,2,5,2,28.78,31.6
325115,1,3,3,41.77,-8
325116,1,7,1,42.44,-8
325117,2,3,5,37.23,32.77
325118,1,3,2,38.2,35.99
325119,2,4,2,43.9,46.14
325120,2,3,3,45.48,-8
325121,1,3,4,32.19,34.56
325123,2,3,3,53.43,52.25
325124,2,4,1,43.65,-8
325125,2,3,6,44.41,41.51
325126,2,6,3,43.28,35.83
325127,1,3,1,46.9,51.3
325129,1,3,5,42.38,41.2
325130,2,7,1,23.16,33.81
325131,1,5,2,39.43,-8
325132,2,2,1,40.83,-8
325134,1,3,3,40.79,47.14
325135,1,3,4,44.39,42.32
325202,1,4,1,44.57,-8
325203,2,3,8,43.68,42.45
325205,-4,-4,-4,42,-8
325206,1,3,4,40.47,-8
325208,1,5,3,24.45,-8
325209,2,4,1,48.55,49.44
325212,2,5,1,35.06,33.43
325213,-4,-4,-4,49.14,49.76
325214,1,4,1,44,43.33
325215,1,3,2,42.62,42.31
325216,2,5,1,38.9,42.35
325218,2,4,1,28.63,32.97
325219,2,3,1,42.94,41.84
325221,1,4,2,34.16,36.24
325224,2,3,1,41.2,39.18
325225,2,2,4,46.29,46.39
325227,2,4,2,32.46,34.55
325228,1,3,2,43.39,45.87
325230,2,4,3,37.53,36.48
325231,2,3,1,41.92,40.73
325232,1,3,2,35.2,37.39
325233,-4,-4,-4,51.56,-8
326101,2,3,5,41.58,29.53
326102,2,3,6,38.96,38.6
326103,2,6,2,56.95,-8
326104,1,7,6,48.14,44.49
326105,1,7,8,51.62,-8
326107,1,3,2,39.05,-8
326108,2,3,7,47.17,-8
326109,2,5,7,50.11,53.66
326111,1,3,6,49,44.16
326113,1,6,4,57.17,60.95
326114,2,3,5,52.5,54.84
326116,2,2,1,37.95,37.6
326118,2,3,3,37.61,36.82
326119,2,3,2,34.05,42.44
326120,1,3,4,46.11,42.58
326121,1,3,6,34.13,-8
326122,1,3,1,45.14,33.53
326123,1,3,6,35,-8
326125,2,6,1,47.95,48.99
326202,2,7,4,59.97,-8
326203,2,5,5,58.57,-8
326205,1,7,2,70.4,71.89
326206,1,7,3,52.84,56.55
326207,2,3,6,28.62,33.55
326208,1,7,3,69.1,63.53
326210,1,2,2,52.88,40.22
326211,1,7,4,56.82,53.05
326214,1,7,2,39.14,36.82
326215,2,7,6,54.97,58.9
326216,1,7,3,50.73,-8
326217,1,7,3,67.46,64.99
326218,2,7,2,50.87,50.92
326220,1,7,2,63.87,61.95
326221,2,7,6,57.6,-8
326222,1,7,4,47.45,-8
326223,2,3,6,46.44,40.94
326225,1,7,6,53.28,57.65
326229,2,7,4,58.69,57.38
326230,2,7,2,52.45,57.41
326231,2,7,2,42.02,58.94
326232,2,3,2,33.19,32.96
326233,1,3,5,39.03,40.99
326234,1,7,4,38.47,36.71
326262,-8,-8,-8,-8,43.51
327101,1,4,2,48.23,46.49
327102,1,3,7,34.81,-8
327103,1,4,1,55.7,57.66
327104,2,4,1,43.17,42.84
327105,2,3,1,40.6,38.1
327106,2,3,6,53.69,56.51
327107,2,3,4,38.07,33.8
327108,2,3,4,36.24,36.15
327109,-4,-4,-4,50.83,-8
327110,1,3,3,42.16,-8
327111,1,7,6,54.11,-8
327112,1,3,6,40.03,-8
327113,2,4,6,59.01,57.71
327114,1,3,3,32.85,39.51
327115,1,1,2,47.01,43.94
327116,2,3,3,39.07,37.22
327117,2,5,6,43.82,36.51
327119,2,3,5,40.19,43.25
327120,1,3,4,40.4,-8
327121,-4,-4,-4,40.42,-8
327122,2,6,7,50.35,49.83
327123,1,3,3,40.58,42.48
327124,1,3,5,47.45,41.77
327125,2,3,1,47.09,-8
327126,2,3,2,48.25,46.79
327127,1,3,4,35.4,29.14
327128,2,7,4,34.16,-8
327129,2,3,1,43.34,44.09
327130,1,3,5,37.92,40.03
327161,-8,-8,-8,-8,49.47
327201,2,3,3,51.02,49.29
327202,2,3,5,52.66,48.71
327203,2,4,4,47.09,47.49
327205,1,2,2,35.97,36.08
327206,2,4,1,36.31,34.54
327207,1,7,2,58.43,53.67
327208,2,4,8,49,47.59
327209,2,5,2,31.41,28.48
327210,2,4,2,62.18,-8
327212,2,5,4,37.66,36.41
327215,2,4,3,45.94,-8
327217,2,4,1,37.14,37.94
327218,1,4,1,52.02,44.2
327219,1,4,2,60.94,53.88
327220,1,3,2,39.51,-8
327221,1,4,1,52.8,-8
327222,1,7,6,50.77,51.56
327224,1,4,1,61.42,61.03
327225,2,5,3,36.36,-8
327226,2,6,2,36.37,36.66
328101,1,3,5,54.18,54.53
328102,2,2,1,52.52,48.53
328103,1,5,1,56.67,49.44
328105,1,2,5,42.14,-8
328106,1,2,6,56.37,52.48
328107,2,2,3,52.33,53.51
328108,2,4,1,47.97,-8
328109,1,3,6,50.43,66.77
328110,1,3,2,32.29,37.93
328111,2,6,7,61.15,45.81
328112,1,2,1,44.28,40.26
328113,-4,-4,-4,49.62,47.19
328114,1,6,5,44.89,46.21
328115,1,6,2,48.55,47.15
328116,1,4,3,57.65,51.48
328161,-8,-8,-8,-8,48.74
328201,2,4,1,45.44,44.69
328202,1,5,1,40.68,41.51
328203,1,4,1,36,36.33
328205,2,5,3,41.23,39.47
328207,2,5,1,37.95,35.87
328208,2,6,6,31.78,33.76
328209,1,5,1,35.52,-8
328210,2,2,1,30.69,35.06
328211,2,5,1,36.61,-8
328212,2,5,4,43.73,44.76
328213,2,5,1,33.07,34.03
328214,1,5,2,31.97,-8
328215,1,2,5,35.68,38.64
329101,1,4,7,61.94,58.78
329102,1,2,3,46.63,50.57
329103,1,2,2,70.79,67.4
329105,1,6,6,53.14,48.37
329106,1,7,5,49.78,-8
329109,2,1,6,46.88,43.14
329110,1,7,5,61.87,62.41
329111,2,-8,-9,-8,52.66
329112,1,-8,-9,-8,47.83
329113,2,2,6,45.25,42.85
329114,2,2,6,60.52,57.4
329115,2,2,7,46.72,-8
329116,2,5,2,37.96,-8
329118,1,7,6,66.65,-8
329119,1,3,2,39.65,-8
329120,2,2,2,51.25,52.05
329121,2,7,6,58.67,58.84
329124,2,2,5,33.84,32.79
329125,1,2,6,50.71,53.09
329126,1,7,1,50.63,52.58
329201,2,7,1,49.55,-8
329202,2,3,4,33.44,36.46
329203,2,5,1,53.53,-8
329204,2,4,2,34.04,40.44
329205,2,4,1,54.7,-8
329206,2,4,2,40.62,40.15
329208,1,5,1,38.7,36.85
329209,1,5,2,44.95,42.56
329210,2,5,1,41.65,39.16
329212,1,5,1,50.42,-8
329213,2,5,3,41.47,42.29
329214,2,4,2,59.26,55.81
329215,1,4,1,46.86,41.24
329216,1,5,7,45.26,47.01
329217,2,5,1,49.4,48.97
329218,1,5,1,46.62,-8
329219,2,4,2,37.81,39.13
329220,2,4,1,31.83,32.95
329221,1,5,2,45.69,44.48
330102,1,6,6,44.85,43.28
330104,2,7,4,44.28,45.64
330105,2,6,6,49.96,49.61
330106,1,7,3,49.37,50.21
330108,2,7,2,63.87,-8
330110,-4,-4,-4,38.36,37.72
330111,2,7,2,55.78,60.88
330112,2,7,2,50.37,49.43
330113,2,7,6,71.53,64.93
330114,2,7,2,49.23,50.8
330115,1,7,2,43.06,41.79
330116,2,7,2,55.12,52.73
330117,1,7,2,35.37,32.82
330118,2,7,4,59.68,62.7
330201,1,7,5,58.23,52.03
330202,2,7,3,46.6,48.6
330203,2,7,4,57.29,53.76
330204,1,7,6,32.47,29.77
330205,1,7,2,52.64,47.06
330206,1,7,2,61.98,56.31
330207,2,7,3,46.19,42.28
330208,1,7,2,59.81,65.38
330209,1,7,2,35.3,-8
330210,2,7,3,71.53,69.93
330211,2,7,6,40.02,-8
330212,1,7,4,56.07,58.95
330213,1,7,6,56.81,54.86
330214,2,7,2,48.49,45.31
330215,2,7,1,39.62,45.11
330216,1,7,3,52.58,53.71
330217,2,7,3,57.96,57.18
330218,1,7,2,71.53,71.21
330219,1,4,3,52.67,46.19
331101,2,7,6,39.22,38.27
331102,2,7,2,57.14,56.6
331104,2,7,2,47.17,47.14
331105,2,7,2,45.1,39.38
331107,2,7,3,43.97,41.39
331108,2,7,1,45.14,-8
331109,1,5,3,34.75,34.85
331110,2,7,4,51.98,52.76
331111,2,7,1,54.48,-8
331112,1,7,4,54.16,53.29
331113,2,7,2,55.15,50.04
331114,2,7,2,57.86,52.23
331115,1,7,2,55.74,53.31
331116,1,7,3,35.93,37.01
331117,1,7,6,41.06,33.98
331118,1,7,2,59.83,56.53
331120,1,7,1,38.54,-8
331122,1,7,2,45.02,-8
331123,2,7,3,54.71,55.04
331201,2,7,1,38.34,32.08
331202,2,2,6,51.98,50.32
331203,1,7,2,53.07,57.73
331204,2,7,1,44.54,-8
331205,2,7,4,63.22,51.45
331206,2,4,4,55.97,45.44
331207,2,7,2,54.27,53.36
331209,2,2,7,57.17,-8
